idx,metrics,predict,AD_type,y_pred,y_true
144,5.2845693,75.05752,IAD,64.32411,65.0
145,9.369496,44.2967,IAD,58.236843,58.0
146,8.470345,22.753433,IAD,35.621803,45.0
147,9.831745,50.69076,IAD,36.78175,0.0
148,2.1591477,88.08503,OAD,62.471176,70.0
149,8.369956,30.100536,IAD,43.636314,0.0
150,2.3400521,88.91167,IAD,68.3596,25.0
151,5.043272,80.42984,IAD,66.83299,80.0
152,4.4007297,70.566925,IAD,71.337,76.0
153,4.3711686,84.71296,IAD,68.80401,67.0
154,5.271513,63.997837,IAD,76.889984,53.0
155,3.5072389,68.639595,IAD,59.605404,78.0
156,5.1119823,62.818974,IAD,60.136677,60.0
157,3.3436463,85.80073,IAD,80.01442,100.0
158,3.4911647,88.822845,IAD,78.40253,84.0
159,6.2421856,85.02411,IAD,76.59129,90.0
160,3.7066584,86.93738,IAD,78.75169,92.0
161,2.1282313,89.615295,OAD,88.48305,99.0
162,2.674534,87.09057,IAD,84.43462,92.0
163,2.559064,86.73201,IAD,85.97129,91.0
164,2.4633102,91.60823,IAD,77.38,73.0
165,3.284687,84.85197,IAD,79.91182,95.0
166,2.8836317,86.6685,IAD,91.54681,85.0
167,2.97153,85.79848,IAD,82.11775,98.0
168,2.3303182,87.20648,IAD,84.288864,95.0
169,3.770121,81.43326,IAD,79.848785,53.0
170,3.6569705,72.48752,IAD,67.026634,70.0
171,2.1829612,90.32556,OAD,76.728516,57.0
172,5.6303806,69.01703,IAD,66.96888,73.0
173,2.6003103,88.1809,IAD,82.818954,92.0
174,2.0379176,88.95042,OAD,84.00495,96.0
175,8.093089,75.7164,IAD,96.22182,82.0
176,5.8217893,78.304115,IAD,70.942924,95.0
177,4.753765,85.701096,IAD,97.18535,45.0
178,3.163444,82.18204,IAD,68.55567,94.0
179,3.7931154,81.002396,IAD,75.86415,64.0
180,7.257133,63.933487,IAD,73.136314,61.0
181,3.299453,75.22792,IAD,70.25165,67.0
182,8.019285,69.82433,IAD,64.92174,65.0
183,8.220594,64.26002,IAD,65.78373,75.0
184,5.15075,48.548004,IAD,57.397186,75.0
185,10.410027,49.52654,IAD,44.86067,64.0
186,9.686825,36.46013,IAD,41.294487,80.0
187,10.144169,50.251926,IAD,37.780598,46.0
188,8.000968,42.089558,IAD,51.908455,19.0
189,5.5497923,7.901081,IAD,53.30138,8.0
190,7.2894297,32.8882,IAD,39.03868,52.0
191,9.4744215,35.647987,IAD,44.09749,41.0
192,9.355358,34.29321,IAD,55.322754,28.0
193,8.493266,66.93774,IAD,42.358063,40.0
194,5.3651476,15.406312,IAD,42.339333,11.0
195,8.275735,34.987827,IAD,30.73215,10.0
196,5.2351437,78.38191,IAD,78.64196,68.0
197,3.7475526,82.28543,IAD,78.108635,95.0
198,8.039662,41.101585,IAD,61.677723,0.0
199,3.0859904,82.84129,IAD,79.81098,91.0
200,3.0186539,86.02074,IAD,77.47025,91.0
201,2.1462576,93.55789,OAD,88.598015,87.0
202,2.1376169,91.30027,OAD,86.761406,78.0
203,3.1101708,81.4453,IAD,69.688896,89.0
204,5.599362,70.6013,IAD,78.00668,68.0
205,9.591625,66.127426,IAD,64.91555,60.0
206,3.2940445,81.99587,IAD,73.15897,67.0
207,3.0548792,86.42989,IAD,91.72507,91.0
208,2.2152326,90.165695,OAD,82.63281,90.0
209,2.0045228,85.68133,OAD,84.81887,75.0
210,5.795873,73.3909,IAD,76.66799,87.0
211,5.1847034,76.65539,IAD,82.64521,72.0
212,3.617237,78.58895,IAD,78.37143,75.0
213,2.8394976,88.93809,IAD,92.3052,95.0
214,2.3506348,87.398544,IAD,90.290825,92.0
215,2.428093,90.171524,IAD,91.2009,94.0
216,2.4312105,79.976364,IAD,79.50817,86.0
217,3.6663578,77.949554,IAD,80.01238,88.0
218,3.8810892,77.94076,IAD,69.469345,63.0
219,7.3542237,60.456028,IAD,67.371994,65.0
220,2.8427818,80.75738,IAD,81.10456,79.0
221,7.6913786,63.504723,IAD,78.116615,81.0
222,7.5563664,67.37478,IAD,63.997234,58.0
223,7.214178,56.55367,IAD,53.480255,61.0
224,5.268287,72.858,IAD,68.13191,78.0
225,6.180232,68.98503,IAD,70.48369,79.0
226,1.7480661,87.22289,OAD,80.949005,80.0
227,2.5132592,81.841606,IAD,81.33954,82.0
228,2.0931976,82.16334,OAD,86.661064,86.0
229,2.4107296,81.54145,IAD,83.5486,90.0
230,10.851687,57.257984,IAD,52.273422,30.0
231,10.34264,48.715504,IAD,39.096306,27.0
232,7.251826,56.128433,IAD,47.793034,55.0
233,3.9231346,87.09853,IAD,81.56537,93.0
234,8.495301,35.693096,IAD,33.264652,18.0
235,7.3429646,36.610558,IAD,37.145443,24.0
236,5.302147,22.009874,IAD,47.41884,26.0
237,9.87367,62.414783,IAD,81.799576,85.0
238,10.702763,69.05434,IAD,71.56917,49.0
239,11.577345,62.903755,IAD,56.34969,80.0
240,12.29004,46.40655,IAD,44.95255,40.0
241,6.5595236,60.48135,IAD,55.985912,90.0
242,3.884609,43.484863,IAD,37.734566,20.0
243,6.921593,34.56986,IAD,20.633158,27.0
244,6.574496,78.95331,IAD,76.35407,93.0
245,9.579604,62.407906,IAD,65.70645,0.0
246,1.9819001,95.2918,OAD,95.09224,99.0
247,6.3534126,67.41686,IAD,90.25187,82.0
248,3.5896175,85.07643,IAD,92.74212,84.0
249,2.7969604,88.430565,IAD,87.15783,87.0
250,3.1384943,75.94491,IAD,82.015564,96.0
251,4.640086,84.66663,IAD,82.791306,85.0
252,2.181684,96.80489,OAD,91.32044,96.0
253,2.686363,94.23412,IAD,94.29618,98.0
254,3.828082,85.5879,IAD,84.14068,94.0
255,4.21294,82.70741,IAD,75.29261,72.0
256,2.948465,84.91453,IAD,90.07998,99.0
257,2.5948398,89.75746,IAD,90.11195,98.0
258,2.3611841,94.80654,IAD,98.4785,98.0
259,3.0516148,84.03628,IAD,88.91842,92.0
260,2.1314163,95.05158,OAD,93.09142,97.0
261,3.0236003,87.233864,IAD,90.563675,86.0
262,2.5378115,89.21117,IAD,91.90059,84.0
263,1.7623477,90.302185,OAD,91.0515,98.0
264,1.4085983,91.925896,OAD,92.102005,88.0
265,2.2523873,89.14328,OAD,92.534,98.0
266,1.7210237,92.00465,OAD,92.39518,94.0
267,2.0513875,91.31882,OAD,90.08698,98.0
268,2.173494,90.44277,OAD,84.24039,90.0
269,1.9173161,90.90855,OAD,94.11964,93.0
270,2.6281888,85.322784,IAD,88.58493,94.0
271,3.1190126,84.029305,IAD,87.92174,71.2
272,4.3032827,85.304306,IAD,74.12041,64.0
273,5.894289,21.305386,IAD,44.45134,52.0
274,11.365809,37.88781,IAD,39.46743,18.0
275,8.370862,50.596966,IAD,28.035406,0.0
276,7.6945724,30.542667,IAD,32.243355,0.0
277,3.8068814,83.066505,IAD,70.47268,85.0
278,5.530478,19.357445,IAD,29.152184,0.0
279,7.5603757,29.60048,IAD,24.093891,42.0
280,7.666763,39.497902,IAD,39.131657,24.0
281,11.483628,64.18207,IAD,40.643604,0.0
282,4.2023497,83.72536,IAD,73.639435,85.0
283,3.6683598,84.99786,IAD,90.9653,87.0
284,1.8834544,90.27394,OAD,95.35511,99.0
285,1.633781,98.38811,OAD,90.07582,98.0
286,2.4560688,90.08297,IAD,91.230515,94.0
287,5.1376734,86.37578,IAD,82.57199,92.0
288,2.7694316,90.75269,IAD,87.78815,88.0
289,2.2892337,89.07922,OAD,90.55149,92.0
290,4.969247,87.1701,IAD,93.15038,94.0
291,2.5631113,96.13153,IAD,99.5422,99.0
292,3.619093,80.23412,IAD,78.748,80.0
293,7.4531097,80.981834,IAD,89.201904,98.0
294,2.2279139,92.33676,OAD,95.2301,82.0
295,2.0110273,91.56391,OAD,90.97439,97.0
296,2.3212566,90.809105,IAD,93.392586,97.0
297,1.8541129,90.57647,OAD,87.89898,99.0
298,2.1041229,91.39241,OAD,87.16313,87.0
299,2.236028,91.273315,OAD,87.20417,99.0
300,4.17708,83.092964,IAD,89.35153,85.0
301,1.7373881,97.4069,OAD,100.83517,91.0
302,5.2045064,82.327705,IAD,89.71729,85.0
303,1.4415802,91.49566,OAD,93.935394,97.0
304,1.9167606,91.0931,OAD,85.23231,82.0
305,2.4306762,87.46815,IAD,83.00816,49.24
306,5.1263742,75.57413,IAD,81.467384,82.0
307,3.2932231,83.58074,IAD,85.909645,91.0
308,3.0578582,84.3337,IAD,81.446396,80.0
309,5.0337014,68.81855,IAD,66.2934,64.0
310,5.5570245,64.124084,IAD,68.033905,66.0
311,4.4356365,72.36093,IAD,80.08825,85.0
312,3.1043015,77.40575,IAD,65.02341,64.0
313,2.9719062,81.65591,IAD,81.98275,84.0
314,2.7423065,82.885666,IAD,82.47067,81.0
315,5.5268226,74.357506,IAD,74.60199,75.0
316,9.384029,52.89004,IAD,58.295776,53.0
317,6.4950886,75.26035,IAD,77.20593,68.0
318,6.909775,76.087944,IAD,68.02363,81.0
319,1.4223208,91.90655,OAD,81.54002,90.0
320,2.2016802,88.42497,OAD,85.791,96.0
321,1.8432502,93.1612,OAD,82.63458,88.0
322,4.7206717,86.07788,IAD,82.99602,91.0
323,2.1914675,88.41413,OAD,90.1997,96.0
324,2.1885984,92.67358,OAD,83.38499,84.0
325,2.1437714,89.49597,OAD,78.93757,89.0
326,2.1390946,88.722885,OAD,93.56787,93.0
327,11.83066,64.135,IAD,79.32933,98.0
328,2.9693289,85.21684,IAD,70.32155,77.0
329,5.1428742,68.05481,IAD,67.35263,83.0
330,7.294948,75.00445,IAD,60.566013,100.0
331,2.8699925,83.52346,IAD,81.52741,84.0
332,11.690259,64.496895,IAD,79.23892,99.0
333,4.5645905,80.51055,IAD,83.854515,94.0
334,4.2207885,77.561264,IAD,82.11775,89.0
335,1.4814467,89.836586,OAD,89.96348,89.0
336,8.857148,70.17103,IAD,69.7823,86.0
337,2.1308193,87.75753,OAD,85.75028,81.0
338,10.89465,58.764732,IAD,73.33083,21.0
339,11.287439,22.478415,IAD,41.475063,0.0
340,11.106927,29.98229,IAD,19.672382,5.0
341,1.9768213,88.397606,OAD,91.89321,97.0
342,1.8982224,92.165504,OAD,88.61875,97.0
343,1.9380292,90.236275,OAD,92.64818,94.0
344,3.739729,81.097305,IAD,76.86857,81.0
345,4.5275245,74.729065,IAD,73.396416,59.0
346,9.201974,46.99604,IAD,58.44656,77.0
347,3.2670116,64.208916,IAD,59.685688,66.0
348,2.9489462,83.06645,IAD,84.34857,82.0
349,2.4998646,86.266045,IAD,91.827774,81.0
350,4.598309,66.04232,IAD,72.13505,90.0
351,3.9072123,73.74469,IAD,75.024925,90.0
352,1.9993789,90.86236,OAD,87.483215,97.0
353,1.5462991,90.50386,OAD,83.17963,82.0
354,5.0360627,62.005314,IAD,52.519352,51.0
355,7.329329,44.755386,IAD,59.89049,2.5
356,11.260724,58.977135,IAD,62.316452,91.0
357,4.20058,76.3894,IAD,68.88143,91.0
358,2.1825294,89.82473,OAD,94.740326,93.0
359,1.7474383,93.13702,OAD,89.3092,97.0
360,8.8285475,49.94419,IAD,67.08582,93.0
361,2.1218162,93.70733,OAD,84.22257,72.0
362,1.9878318,91.206825,OAD,88.856804,93.0
363,3.5667608,87.159355,IAD,81.66854,22.0
364,6.8311844,67.06355,IAD,50.670074,95.0
365,6.3627906,65.71588,IAD,54.40485,81.0
366,5.3498487,85.21736,IAD,71.31044,62.0
367,2.9872775,87.52753,IAD,88.8034,96.0
368,1.8934466,91.17019,OAD,90.87149,94.0
369,3.405348,81.63896,IAD,81.19402,71.0
370,1.9324032,89.38924,OAD,88.234955,99.0
371,10.683803,72.04389,IAD,70.3782,75.0
372,4.4491134,87.189095,IAD,58.864876,85.0
373,3.028635,86.89325,IAD,79.54354,88.0
374,4.5956955,87.37244,IAD,85.85088,93.0
375,5.1644206,86.27871,IAD,86.45234,90.0
376,7.463356,70.09831,IAD,69.84388,79.0
377,4.444474,84.157196,IAD,82.84865,75.0
378,10.721628,72.970474,IAD,50.26591,93.0
379,13.012147,25.155348,IAD,69.79324,33.0
380,10.551292,74.20797,IAD,69.202324,84.0
381,7.283687,49.50316,IAD,48.503357,2.5
382,5.75553,9.760276,IAD,21.37902,46.0
383,5.003542,87.276276,IAD,81.06521,80.0
384,7.686034,55.582653,IAD,46.28293,39.0
385,5.3403363,52.03652,IAD,47.510326,46.0
386,5.683252,35.15487,IAD,41.362293,35.0
387,5.0152817,54.602074,IAD,44.476044,57.0
388,6.400858,25.588469,IAD,34.71954,30.0
389,4.4919076,50.21967,IAD,67.94871,51.0
390,4.3172,61.25024,IAD,59.390366,65.0
391,3.736623,75.38888,IAD,60.599705,53.0
392,3.7278593,83.726746,IAD,72.06158,70.0
393,8.48342,58.65832,IAD,46.816666,57.0
394,3.3835535,11.168594,IAD,20.438833,59.0
395,2.2582176,86.34234,OAD,81.15694,95.0
396,3.695793,82.787384,IAD,79.39415,87.0
397,6.756223,72.99157,IAD,75.81017,91.0
398,4.9043403,83.91989,IAD,77.74974,87.0
399,3.8067462,83.39734,IAD,66.90869,77.0
400,8.639586,68.484116,IAD,71.89003,90.0
401,2.975521,86.87037,IAD,85.52764,83.0
402,7.4383845,74.81823,IAD,79.02812,86.0
403,3.5035064,83.91987,IAD,79.33496,84.0
404,3.2360146,87.51738,IAD,80.22839,85.0
405,3.0217736,85.71559,IAD,82.34963,82.0
406,5.7993965,79.34599,IAD,80.69964,80.0
407,3.2688057,82.773994,IAD,77.67113,89.0
408,2.7569025,77.07509,IAD,86.392914,75.0
409,3.3972642,79.78217,IAD,84.94554,82.0
410,2.898984,85.42114,IAD,89.53432,91.0
411,4.60223,73.47443,IAD,81.60481,98.0
412,2.448873,90.20359,IAD,87.01299,71.0
413,2.7969124,87.082306,IAD,87.66922,89.0
414,2.7986755,86.85336,IAD,87.86576,94.0
415,10.383539,72.98385,IAD,53.921257,84.0
416,2.4310558,89.731514,IAD,91.063576,96.0
417,1.9354504,92.82148,OAD,94.42052,95.0
418,3.3643155,86.36814,IAD,88.98456,87.0
419,1.9829899,92.150024,OAD,85.52504,86.0
420,8.21249,69.861725,IAD,82.442726,85.0
421,3.5772,83.69953,IAD,93.16592,89.0
422,2.3559146,83.935005,IAD,71.47471,74.0
423,2.887521,68.026924,IAD,66.539986,77.0
424,2.8956375,70.16453,IAD,79.28099,82.0
425,5.7532883,63.769894,IAD,59.935368,84.0
426,5.940668,74.49556,IAD,67.73115,56.0
427,5.7532883,63.769894,IAD,59.935368,51.0
428,8.668983,29.45424,IAD,29.636377,39.0
429,10.293885,65.53964,IAD,40.307735,33.0
430,10.304327,55.654495,IAD,47.02827,32.0
431,2.6114707,86.63576,IAD,80.18058,98.0
432,2.814064,86.65355,IAD,92.61861,96.0
433,2.429494,88.011604,IAD,84.136,93.0
434,1.989967,89.574265,OAD,84.21725,96.0
435,1.5178492,91.244705,OAD,84.31077,94.0
436,1.9544333,89.19183,OAD,86.02369,96.0
437,13.418617,49.688812,IAD,66.33429,71.0
438,2.270261,87.2615,OAD,92.38789,93.0
439,3.7967575,83.2161,IAD,87.14232,83.0
440,2.298939,91.415115,OAD,92.4501,97.0
441,1.8712873,91.022575,OAD,89.596306,95.0
442,2.8277876,83.31288,IAD,82.73854,83.0
443,1.9453987,95.56273,OAD,95.87659,95.0
444,2.4292114,92.37018,IAD,92.723526,93.0
445,2.9193578,94.25866,IAD,95.23052,92.0
446,1.6320721,98.2875,OAD,95.67497,96.0
447,2.422918,90.61937,IAD,88.51119,91.0
448,4.9755793,83.9286,IAD,80.09972,89.0
449,3.8209062,81.72105,IAD,72.98962,60.0
450,4.8578215,76.34794,IAD,71.98441,20.0
451,2.6160524,86.60056,IAD,55.50893,69.0
452,3.639956,83.249344,IAD,79.073875,73.0
453,5.567751,66.74906,IAD,57.6495,77.0
454,4.601777,69.192795,IAD,56.290524,81.0
455,3.469457,85.179504,IAD,79.10972,75.0
456,3.3708289,78.37675,IAD,70.19326,73.0
457,2.069139,79.53769,OAD,82.050735,78.0
458,4.186499,79.9573,IAD,72.35484,85.0
459,5.2335067,77.10584,IAD,82.11134,79.0
460,4.503601,84.26069,IAD,80.4836,82.0
461,4.2887893,72.75176,IAD,79.51536,71.0
462,5.334623,67.318665,IAD,63.548355,74.0
463,4.237505,68.03261,IAD,89.81216,41.0
464,7.3794394,56.348076,IAD,55.513836,25.0
465,4.998999,40.41902,IAD,37.36927,70.0
466,3.309979,62.80927,IAD,61.736538,20.0
467,3.1624649,62.669037,IAD,72.40979,70.0
468,5.4963055,62.52434,IAD,67.061165,24.0
469,7.133589,50.145985,IAD,38.046318,70.0
470,8.441693,61.786835,IAD,61.931934,50.0
471,10.703979,40.99574,IAD,64.51734,98.0
472,11.481994,49.67074,IAD,60.734497,11.0
473,6.4931517,66.47664,IAD,68.37051,10.0
474,7.3934026,54.410606,IAD,48.185715,90.0
475,6.5248795,72.854836,IAD,30.951965,11.0
476,4.557743,83.71325,IAD,76.52174,26.0
477,6.5522842,67.67433,IAD,68.50444,18.0
478,11.257637,40.95503,IAD,60.864456,15.0
479,2.3218007,88.087715,IAD,73.21104,10.0
480,10.465349,54.534412,IAD,56.966663,85.0
481,4.0687027,11.789763,IAD,37.994305,90.0
482,9.693726,56.76572,IAD,69.745476,79.0
483,8.592866,73.39522,IAD,73.657524,50.0
484,4.2234135,81.56419,IAD,65.28863,65.0
485,10.703979,40.99574,IAD,64.51734,98.0
486,2.947123,83.02766,IAD,76.06624,92.0
487,1.9249207,89.48833,OAD,81.15019,92.0
488,4.559078,70.65371,IAD,83.752,78.0
489,2.2164097,87.6237,OAD,85.03808,89.0
490,6.282398,74.29251,IAD,81.581154,90.0
491,7.2875314,71.086555,IAD,77.143936,89.0
492,2.2506676,80.82426,OAD,87.98943,90.0
493,4.2093515,85.21602,IAD,87.455376,91.0
494,3.706821,82.87022,IAD,71.00822,91.0
495,5.03781,75.50222,IAD,77.26995,85.0
496,2.2498677,88.33226,OAD,80.03558,84.0
497,6.4571533,71.96469,IAD,83.78768,89.0
498,2.49427,86.624794,IAD,85.19435,87.0
499,4.170218,86.85118,IAD,70.97205,85.0
500,2.486594,89.31194,IAD,77.56644,86.0
501,8.994046,55.107635,IAD,76.210205,68.0
502,3.2057877,78.13057,IAD,65.26271,60.0
503,5.0912414,75.21213,IAD,71.02847,70.0
504,4.419158,71.50431,IAD,69.90099,65.0
505,8.310625,55.967617,IAD,66.40656,65.0
506,5.2706385,71.38106,IAD,64.94093,50.0
507,4.67147,76.650925,IAD,75.604065,67.0
508,6.029663,73.71108,IAD,71.076225,60.0
509,2.615573,86.18814,IAD,78.737495,82.0
510,1.4199796,85.72331,OAD,78.52543,81.0
511,3.149859,78.01488,IAD,75.81099,81.0
512,3.2201793,82.75564,IAD,64.42486,65.0
513,1.6324626,84.42772,OAD,75.52267,68.0
514,5.0721726,32.701435,IAD,76.10531,51.0
515,6.192608,72.384056,IAD,66.962654,52.0
516,7.5916405,56.667145,IAD,75.74801,70.0
517,4.5025835,69.63213,IAD,59.73465,58.0
518,4.597936,75.89231,IAD,65.29319,80.0
519,3.9208438,72.70201,IAD,80.407455,80.0
520,5.789533,54.936398,IAD,65.10071,60.0
521,6.448682,77.13095,IAD,67.92772,60.0
522,3.788027,84.99294,IAD,69.81965,60.0
523,4.385364,17.331692,IAD,18.674608,28.0
524,6.4684315,26.708181,IAD,35.784634,30.0
525,7.365218,48.76708,IAD,41.90073,33.0
526,4.7064886,16.167744,IAD,33.26265,17.0
527,5.280542,23.51457,IAD,27.52554,7.0
528,7.4753704,47.975967,IAD,46.74168,48.0
529,6.3963637,52.28271,IAD,39.092556,35.0
530,5.0163465,49.405956,IAD,34.199326,40.0
531,3.491613,79.199554,IAD,73.60052,53.0
532,5.2930126,55.145657,IAD,44.453167,41.0
533,3.1559136,67.76049,IAD,57.951206,67.0
534,3.1559136,67.76049,IAD,57.951206,82.0
535,3.774921,64.335495,IAD,63.85099,82.0
536,2.0237715,85.21467,OAD,79.11647,92.0
537,2.0094783,86.29415,OAD,79.21978,82.0
538,3.9093986,75.973526,IAD,77.25649,75.0
539,3.2642658,82.26585,IAD,86.52767,92.0
540,4.638198,67.62297,IAD,71.4277,87.0
541,2.7636433,86.06214,IAD,84.56868,77.0
542,3.1146338,87.15306,IAD,78.27255,84.0
543,4.7281766,69.073845,IAD,77.56383,73.0
544,1.512714,91.06807,OAD,92.41657,94.0
545,2.1166594,84.55085,OAD,87.82516,95.0
