idx,density,log_density,AD_type,y_pred,y_true
42,7.174891741286804e-93,-212.1698259752368,OAD,68.77226,82.0
43,1.7883860821308596e-92,-211.25651497240693,OAD,63.328045,86.0
44,1.8255839629707342e-95,-218.14368391887248,OAD,66.519005,81.0
45,2.617404674021529e-97,-222.38857077603498,OAD,56.143555,54.0
46,3.6514063725419324e-98,-224.35822671248823,OAD,77.410706,78.0
47,6.93141539143589e-100,-228.3224452658687,OAD,55.389908,53.0
48,1.747660152374349e-96,-220.4898910899357,OAD,55.814995,64.0
49,1.0187257014298096e-100,-230.23995676547332,OAD,77.77391,92.0
50,4.564644952966083e-103,-235.64792384327552,OAD,77.18124,86.0
51,1.356906142133648e-101,-232.25588717964638,OAD,68.62872,75.0
52,3.066351126389716e-102,-233.74319118886825,OAD,62.886322,66.0
53,4.070335679973061e-94,-215.03927326873495,OAD,70.13226,80.0
54,9.560574653905195e-110,-251.02671239384713,OAD,56.14133,63.0
55,2.530207927836246e-102,-233.9353780011147,OAD,62.62891,76.0
56,2.5286772815495832e-102,-233.9359831329847,OAD,68.44145,89.0
57,3.768023597392108e-103,-235.83971395911468,OAD,54.310513,66.0
58,1.701526747425926e-105,-241.23990882963008,OAD,24.841894,0.0
59,2.831303428509448e-98,-224.6126019323486,OAD,55.55029,87.0
60,1.1591204122630298e-103,-237.01860312618746,OAD,67.95369,84.0
61,2.3345260971014176e-105,-240.92362585012583,OAD,72.570305,82.0
62,1.9571826701726114e-104,-238.79734364538493,OAD,80.29378,80.0
63,5.713449049958279e-97,-221.60793114234102,OAD,66.02223,89.0
64,1.628462883655478e-102,-234.37604293165575,OAD,54.2878,86.0
65,3.192473800115522e-104,-238.30805356918822,OAD,66.93987,62.0
66,8.535288708822966e-105,-239.62722558224203,OAD,74.23943,73.0
67,1.324966161234472e-115,-264.51589877389415,OAD,41.963066,89.0
68,5.641170771561947e-126,-288.395630089672,OAD,46.37155,87.0
69,3.2656000017371796e-123,-282.0345229246622,OAD,35.389183,81.0
70,1.0247993738977445e-140,-322.3374161585169,OAD,44.067307,88.0
71,3.004352751747625e-132,-302.8411701208601,OAD,46.811344,90.0
72,3.518479324547958e-118,-270.4470120871022,OAD,32.705677,83.0
73,1.6459511209048718e-124,-285.02223312513127,OAD,32.111675,88.0
74,3.003972981201779e-123,-282.1180306986799,OAD,30.884232,92.0
75,1.1125202718780374e-110,-253.17773227253994,OAD,42.97282,89.0
76,3.518661465532051e-126,-288.86764106543285,OAD,44.63535,93.0
77,3.6121085252384663e-119,-272.723334385441,OAD,44.949425,86.0
78,2.899852346957002e-130,-298.2714022683721,OAD,35.65294,71.0
79,2.2935561511598125e-116,-266.2697672698158,OAD,39.3194,78.0
80,2.2429276424571923e-120,-275.50242916353784,OAD,45.063343,83.0
81,2.6924891914241753e-124,-284.53008541554846,OAD,40.2772,80.0
82,3.708696394629326e-136,-311.8408922084286,OAD,37.606606,76.0
83,6.520154858757281e-124,-283.645653404262,OAD,51.64329,75.0
84,9.444414576878377e-122,-278.66995782857265,OAD,35.778812,71.0
85,6.520154858757281e-124,-283.645653404262,OAD,51.64329,72.0
86,2.287462895973798e-112,-257.06208711763645,OAD,65.09211,95.0
87,1.9613694505582238e-109,-250.30813220782085,OAD,72.216995,93.0
88,1.3640141415000117e-102,-234.5532475583565,OAD,57.36936,92.0
89,3.7864377477103165e-104,-238.137424002533,OAD,55.857494,90.0
90,5.09627640560759e-111,-253.95843516582121,OAD,57.836636,93.0
91,2.4108700523321174e-107,-245.4966172504463,OAD,50.985943,91.0
92,2.9840841826237238e-114,-261.4014077080426,OAD,55.122784,94.0
93,3.2874648735209595e-114,-261.30458388873495,OAD,54.201668,91.0
94,2.4035516876612613e-74,-169.5143493682749,IAD,70.44448,5.0
95,2.4035516876612613e-74,-169.5143493682749,IAD,70.44448,50.0
96,2.4035516876612613e-74,-169.5143493682749,IAD,70.44448,95.0
97,1.284105919060445e-72,-165.53606400222566,IAD,42.38088,85.0
98,1.727826852807322e-75,-172.1470175101137,OAD,71.14511,95.0
99,8.601149532027222e-75,-170.54198611371174,OAD,45.04419,66.0
100,1.550410081997049e-78,-179.16311778856627,OAD,59.665516,17.0
101,3.4979858455951675e-82,-187.55979029535143,OAD,66.17172,11.0
102,7.703757486660692e-80,-182.1650992444095,OAD,54.981606,0.0
103,9.537068773616733e-79,-179.64903616471665,OAD,59.562733,93.0
104,1.5029654781020546e-78,-179.19419711168982,OAD,12.809492,65.0
105,5.631588614940901e-77,-175.57066058857578,OAD,45.7749,38.0
106,2.874868939807885e-83,-190.05855563144934,OAD,64.99957,85.0
107,8.380535088642276e-92,-209.7119167899368,OAD,24.194843,8.0
108,2.4631742830891846e-77,-176.39760128341558,OAD,68.99337,83.0
109,1.1081464687882104e-82,-188.70928885387613,OAD,66.71027,78.0
110,9.159633211510434e-80,-181.99200130405086,OAD,74.47403,91.0
111,7.696793444368427e-82,-186.77117381918188,OAD,60.081787,89.0
112,3.170067918340516e-76,-173.8427140545438,OAD,62.055416,86.0
113,2.188638189657682e-78,-178.8183577343309,OAD,65.70719,82.0
114,3.04719907331197e-78,-178.48741442146468,OAD,67.610855,80.0
115,4.711299870482084e-77,-175.74908830959487,OAD,77.56399,82.0
116,2.9475496488881924e-85,-194.63875870679985,OAD,67.60559,86.0
117,1.3231712136276809e-86,-197.74228670755542,OAD,75.983604,95.0
118,1.5155299075164627e-88,-202.21172303173307,OAD,65.016266,86.0
119,1.5248442094766383e-79,-181.48233009940893,OAD,76.84793,92.0
120,2.867112083688627e-82,-187.7586723449594,OAD,80.215355,88.0
121,5.055805597152607e-87,-198.7043658843069,OAD,59.27001,72.0
122,2.3213556193745994e-81,-185.66724119879123,OAD,64.482414,81.0
123,3.3982175184376034e-81,-185.2861414976506,OAD,66.38251,80.0
124,1.4980511509227116e-82,-188.40781259485635,OAD,59.044758,92.0
125,2.243974415911906e-77,-176.49080357405484,OAD,25.686293,0.0
126,3.6925869007938725e-102,-233.55735221584027,OAD,69.6376,78.0
127,4.31897425282345e-90,-205.76964043687784,OAD,73.10572,76.0
128,3.6233440519842303e-81,-185.22199516182775,OAD,79.54485,77.0
129,1.8514200445202998e-85,-195.10377996821884,OAD,63.431553,80.0
130,1.1067554521313926e-82,-188.71054490663997,OAD,63.598103,73.0
131,9.186090222362904e-86,-195.80462758990788,OAD,72.144,75.0
132,1.6262384228793244e-84,-192.93087817958647,OAD,76.340485,83.0
133,1.421843572546947e-91,-209.18328914236938,OAD,63.22182,83.0
134,2.2758833171828504e-82,-187.98960937717746,OAD,75.52197,86.0
135,5.703709892637006e-81,-184.76827571103627,OAD,57.82962,78.0
136,2.3797904219112543e-81,-185.64238010673213,OAD,65.083336,65.0
137,1.1311364411361188e-90,-207.10943554199696,OAD,62.709274,81.0
138,1.515061961477903e-88,-202.21203184668573,OAD,68.34479,88.0
139,3.4771565921943385e-89,-203.68385838787682,OAD,58.955677,78.0
140,8.414873124536456e-77,-175.16905141031052,OAD,80.83096,63.0
141,5.979813075656687e-78,-177.81324794431296,OAD,67.153275,7.0
142,6.831101869332839e-76,-173.07498107910953,OAD,80.58242,75.0
143,9.271250482606e-73,-165.86179352244267,IAD,74.216415,90.0
144,1.634606070893709e-79,-181.41282050644315,OAD,79.866135,65.0
145,1.1698391075041048e-80,-184.0499412151238,OAD,69.79921,58.0
146,3.488525383920088e-81,-185.25991341169006,OAD,52.907112,45.0
147,1.4064804805409287e-82,-188.4708871546973,OAD,68.0145,0.0
148,2.9028761150641926e-76,-173.93076505821261,OAD,80.169876,70.0
149,1.1967574887415501e-80,-184.02719163268722,OAD,51.97123,0.0
150,3.568198627891561e-82,-187.53991674309134,OAD,61.970215,25.0
151,6.917166936654461e-84,-191.4831415279158,OAD,79.10795,80.0
152,4.643072558482112e-92,-210.3024522190366,OAD,72.14809,76.0
153,4.396504258277312e-77,-175.81824242214432,OAD,68.353905,67.0
154,1.932107819185681e-120,-275.6515996180204,OAD,75.12818,53.0
155,1.4875365261560924e-72,-165.38900528203607,IAD,60.201366,78.0
156,6.190291308481566e-76,-173.17348492081427,OAD,73.25841,60.0
157,9.554782486326405e-73,-165.8316699755146,IAD,72.306305,100.0
158,9.892375573501867e-73,-165.79694747222882,IAD,67.36112,84.0
159,2.11417036372805e-74,-169.64263440902914,OAD,56.22907,90.0
160,5.489044333441921e-78,-177.89888308722107,OAD,58.415012,92.0
161,1.5599389404666988e-76,-174.55182038777852,OAD,74.889015,99.0
162,3.9909465270264756e-77,-175.91502373295444,OAD,73.20712,92.0
163,1.7986058301270336e-78,-179.01462542756192,OAD,73.76105,91.0
164,6.939197412630044e-80,-182.26962131828762,OAD,66.34958,73.0
165,1.5764156659281188e-87,-199.8697493864052,OAD,68.51449,95.0
166,1.364015280583392e-88,-202.31705542134375,OAD,70.51712,85.0
167,1.718126559596594e-83,-190.5733282308371,OAD,70.00301,98.0
168,1.4408947164497252e-80,-183.841543188014,OAD,73.35261,95.0
169,4.632435282885555e-82,-187.27889491666713,OAD,75.24757,53.0
170,5.115768923135056e-85,-194.08740518928465,OAD,76.90343,70.0
171,7.579368021623809e-84,-191.39171798977736,OAD,74.23868,57.0
172,1.2931707212294048e-83,-190.85746559245172,OAD,76.51383,73.0
173,2.7787762135181157e-81,-185.48738191270115,OAD,65.6877,92.0
174,5.5988266258364865e-77,-175.57649511585575,OAD,70.910194,96.0
175,1.3114248795228572e-78,-179.3305230131411,OAD,61.27086,82.0
176,2.673469775349878e-81,-185.526015362449,OAD,80.01149,95.0
177,7.990966398009915e-83,-189.03625101510167,OAD,68.744354,45.0
178,1.1012488125546641e-79,-181.8077775265324,OAD,84.145996,94.0
179,9.098348832377542e-78,-177.39354430346773,OAD,85.01002,64.0
180,2.2579901448377682e-93,-213.325938547282,OAD,70.36913,61.0
181,3.813529095766079e-89,-203.5915182442019,OAD,74.37656,67.0
182,4.9732701451789635e-78,-177.99755965290174,OAD,85.24565,65.0
183,7.248994848729784e-76,-173.01560424984703,OAD,87.110115,75.0
184,2.42462269326579e-89,-204.04439735459192,OAD,72.94975,75.0
185,3.1349210898412474e-80,-183.0642034364601,OAD,81.05877,64.0
186,4.90519816111215e-78,-178.0113417615153,OAD,81.83149,80.0
187,2.4735611523355026e-81,-185.6037336581397,OAD,69.49867,46.0
188,1.1016378235432278e-78,-179.50483925059535,OAD,76.813545,19.0
189,2.7964081297293327e-89,-203.901737493606,OAD,64.57533,8.0
190,1.6371159832399522e-82,-188.31904147853913,OAD,84.209854,52.0
191,2.2588525363213653e-81,-185.69453557546208,OAD,84.0076,41.0
192,5.929234586152292e-83,-189.33466758867488,OAD,81.48679,28.0
193,1.0852265639038148e-81,-186.42760375266613,OAD,81.002335,40.0
194,2.0830685757724694e-86,-197.28847591411275,OAD,73.73532,11.0
195,4.999707557544234e-84,-191.8077683892674,OAD,76.351814,10.0
196,1.1268474234064457e-79,-181.78479850359497,OAD,84.977264,68.0
197,1.0011668033932352e-79,-181.9030562233224,OAD,83.49264,95.0
198,3.6819852493772084e-88,-201.32403610681732,OAD,80.74466,0.0
199,1.0011668033932352e-79,-181.9030562233224,OAD,83.49264,91.0
200,8.229467704883261e-81,-184.40167119733434,OAD,80.3811,91.0
201,8.526022067782944e-80,-182.06368453289136,OAD,85.962105,87.0
202,4.899849420118303e-86,-196.43311352343164,OAD,79.47509,78.0
203,4.640710295320174e-79,-180.36935491111916,OAD,70.6713,89.0
204,4.435509246984816e-80,-182.71716500578015,OAD,71.18086,68.0
205,3.115316564336844e-80,-183.07047666665747,OAD,68.09951,60.0
206,1.1954983823190152e-82,-188.6334144707382,OAD,67.220695,67.0
207,2.0104642337253697e-83,-190.41619706105,OAD,86.56557,91.0
208,2.2644784487799107e-87,-199.50755862350147,OAD,82.83938,90.0
209,2.814519036011499e-83,-190.0797713290567,OAD,79.710266,75.0
210,1.0488291255327118e-83,-191.0668882950839,OAD,72.339714,87.0
211,4.67283212195602e-88,-201.0857228455141,OAD,74.65874,72.0
212,1.0573381238762965e-81,-186.45363798664513,OAD,83.735,75.0
213,8.442427056423918e-88,-200.4942183502803,OAD,83.765366,95.0
214,9.58838521333056e-86,-195.7617655051135,OAD,78.176956,92.0
215,5.682224371418673e-86,-196.2849752267295,OAD,86.50923,94.0
216,1.1985506849100714e-100,-230.07739623511856,OAD,8.318322,86.0
217,7.135174309219085e-101,-230.59605771160437,OAD,2.6171389,88.0
218,6.284088616473792e-113,-258.35409468611186,OAD,10.240595,63.0
219,2.9136332707048335e-113,-259.122714659296,OAD,1.2293788,65.0
220,3.319413983492752e-112,-256.6897421589808,OAD,3.1437144,79.0
221,1.1197391698849624e-112,-257.7764346411791,OAD,-0.93795437,81.0
222,3.742343972544256e-214,-491.43349775498615,OAD,10.686496,58.0
223,5.3722187310527955e-214,-491.07196890601864,OAD,2.7236722,61.0
224,1.2631333038081901e-111,-255.35334993916558,OAD,10.1098795,78.0
225,5.8795895792767015e-111,-253.81545836230737,OAD,4.6035085,79.0
226,3.738079357770035e-103,-235.84769263957065,OAD,12.768453,80.0
227,1.682292501754803e-103,-236.6461071307928,OAD,7.093956,82.0
228,4.802224591953539e-104,-237.89977040417278,OAD,15.088846,86.0
229,2.4963352067963687e-104,-238.55402593229599,OAD,9.315828,90.0
230,2.08083024799918e-82,-188.07921065374885,OAD,66.26852,30.0
231,2.242647983735991e-87,-199.51724578719072,OAD,55.043064,27.0
232,1.8076517733888143e-77,-176.70702352033607,OAD,40.510216,55.0
233,4.080708687523881e-102,-233.4574088141378,OAD,51.719463,93.0
234,3.17893037541507e-82,-187.65543284523372,OAD,60.66713,18.0
235,1.0880200167444426e-81,-186.42503298651013,OAD,53.078735,24.0
236,4.513545250532569e-86,-196.515235066185,OAD,50.397686,26.0
237,1.2561848364671141e-85,-195.49165368448297,OAD,53.034073,85.0
238,1.736394267474696e-103,-236.61445387533408,OAD,52.399574,49.0
239,4.186106459530765e-104,-238.03707861539874,OAD,48.48627,80.0
240,4.971864408111124e-105,-240.1676398621941,OAD,53.312798,40.0
241,5.337590908130364e-89,-203.25529886609215,OAD,46.17056,90.0
242,3.233230202107752e-87,-199.15142139040478,OAD,45.27213,20.0
243,1.729204385151803e-83,-190.56690130875515,OAD,45.395042,27.0
244,4.080708687523881e-102,-233.4574088141378,OAD,51.719463,93.0
245,4.703900747985649e-104,-237.92045756049987,OAD,43.9082,0.0
246,1.332656352126378e-108,-248.3920158357519,OAD,86.28884,99.0
247,2.5690448578280443e-114,-261.55116642214387,OAD,69.0106,82.0
248,1.9257219124308167e-116,-266.4445698704272,OAD,83.77843,84.0
249,5.532186836734187e-114,-260.7841174142759,OAD,71.50721,87.0
250,1.5986422914811032e-121,-278.1436415510956,OAD,71.37758,96.0
251,9.523417994683517e-105,-239.51768094695348,OAD,71.90299,85.0
252,1.479158441779942e-107,-245.98513164473172,OAD,78.20115,96.0
253,7.216779175630788e-119,-272.0312173104759,OAD,81.40032,98.0
254,1.9385344005036203e-110,-252.6224280054342,OAD,72.18277,94.0
255,9.376540301772178e-108,-246.44097918614034,OAD,56.84138,72.0
256,9.653976359490245e-101,-230.29372450394203,OAD,78.65118,99.0
257,8.397321019914691e-100,-228.1305965706237,OAD,80.40693,98.0
258,1.6606237995483576e-102,-234.35648617075245,OAD,80.929184,98.0
259,1.8061597931714575e-97,-222.75955109028772,OAD,74.50782,92.0
260,2.2661484338184018e-101,-231.74301272716392,OAD,79.71263,97.0
261,8.644381526918692e-111,-253.43003574689445,OAD,74.268936,86.0
262,7.285712352847448e-108,-246.6932748249834,OAD,75.951294,84.0
263,3.997597045984821e-109,-249.59608169425056,OAD,77.54512,98.0
264,3.355254330644731e-102,-233.6531519113907,OAD,75.51757,88.0
265,9.531432300402799e-110,-251.0297652291206,OAD,82.06924,98.0
266,3.0463729739868323e-108,-247.56523834924053,OAD,80.857414,94.0
267,7.710399094592775e-106,-242.03144990789167,OAD,84.21535,98.0
268,4.5580170385226456e-111,-254.0700576533649,OAD,82.20907,90.0
269,3.952766711594785e-104,-238.0944339043415,OAD,74.65954,93.0
270,9.700050112193843e-99,-225.68379315470898,OAD,71.31442,94.0
271,1.8160482003365178e-122,-280.3187185234112,OAD,77.29043,71.2
272,8.460412926013472e-104,-237.3334516897323,OAD,59.240387,64.0
273,5.6822914708381735e-105,-240.03408018503245,OAD,52.985172,52.0
274,1.53319738905579e-105,-241.34407941278977,OAD,48.524227,18.0
275,1.1865578822416483e-108,-248.50813346363154,OAD,37.036312,0.0
276,3.0161803169778247e-106,-242.97002862221393,OAD,42.529743,0.0
277,2.9154695037393625e-97,-222.28072314884187,OAD,58.03811,85.0
278,8.927591279610457e-85,-193.53058627951637,OAD,51.5657,0.0
279,5.543968004203148e-83,-189.40185222788247,OAD,35.383247,42.0
280,5.543968004203148e-83,-189.40185222788247,OAD,35.383247,24.0
281,1.7314562532301837e-90,-206.68369555016685,OAD,33.01414,0.0
282,2.9154695037393625e-97,-222.28072314884187,OAD,58.03811,85.0
283,2.4983079092695334e-103,-236.25065091196183,OAD,77.67603,87.0
284,2.9218143319984235e-106,-243.0018150874697,OAD,80.26344,99.0
285,1.4944414639365216e-104,-239.06709713706303,OAD,83.66523,98.0
286,2.2101450274580456e-104,-238.67579153472002,OAD,77.961845,94.0
287,1.027296264079819e-100,-230.231578934811,OAD,61.16575,92.0
288,2.018254722152193e-106,-243.3717867183525,OAD,71.121475,88.0
289,5.0706529252996884e-107,-244.7531353589411,OAD,69.3326,92.0
290,1.9111618677704985e-120,-275.66249979443785,OAD,70.164894,94.0
291,1.2963870233763687e-114,-262.2351194188235,OAD,78.79643,99.0
292,1.461087937136643e-105,-241.39225344372787,OAD,66.91158,80.0
293,8.165219884728908e-94,-214.34311508522384,OAD,69.882545,98.0
294,4.8096594617834035e-102,-233.2930532017473,OAD,82.65507,82.0
295,4.440292753969955e-100,-228.76778898955527,OAD,75.87685,97.0
296,1.5412762240471134e-99,-227.52331341626754,OAD,78.86154,97.0
297,2.4190892159071562e-107,-245.49321383809755,OAD,80.039536,99.0
298,2.4892508226140365e-103,-236.25428278763408,OAD,77.193306,87.0
299,2.617651375750948e-100,-229.29623180512667,OAD,76.58506,99.0
300,1.0184559004839737e-100,-230.24022164215114,OAD,72.35496,85.0
301,1.0162009297685771e-107,-246.36053385523937,OAD,80.98121,91.0
302,1.5179204072352734e-98,-225.235997868469,OAD,76.06734,85.0
303,9.542917514162578e-102,-232.60788022759098,OAD,76.41689,97.0
304,1.981324875279903e-107,-245.69283920049415,OAD,80.59436,82.0
305,2.684504418976785e-106,-243.08652372038176,OAD,69.09361,49.24
306,7.508433619828494e-75,-170.67785510312441,OAD,72.65159,82.0
307,3.463478668940084e-84,-192.17487433185448,OAD,69.205086,91.0
308,4.443478337231127e-81,-185.01795505349216,OAD,74.96692,80.0
309,1.5189227557504046e-74,-169.9732955112793,IAD,62.93678,64.0
310,1.4719761986877595e-74,-170.00469103075315,IAD,67.99855,66.0
311,5.895734341323996e-76,-173.2222379711172,OAD,47.52416,85.0
312,1.5282635248858947e-74,-169.9671647417547,IAD,63.617054,64.0
313,3.0107509249604734e-76,-173.89427754316978,OAD,52.50368,84.0
314,1.0222932080260448e-81,-186.48734418557578,OAD,62.224148,81.0
315,9.725626124232578e-77,-175.024287890155,OAD,52.038063,75.0
316,1.2824535849826986e-74,-170.14252177519813,IAD,57.903473,53.0
317,1.40843677542871e-76,-174.6539866480952,OAD,44.376945,68.0
318,1.374951338713707e-76,-174.67804872708157,OAD,43.963554,81.0
319,4.0083376464190835e-81,-185.12101592916486,OAD,60.262234,90.0
320,4.432546576224741e-81,-185.02041826571616,OAD,65.54379,96.0
321,2.089005351129082e-79,-181.16753430238398,OAD,58.98592,88.0
322,6.957492859649697e-84,-191.4773286233635,OAD,63.758205,91.0
323,1.0040379258439289e-88,-202.62345838817498,OAD,60.2157,96.0
324,3.034945607860615e-88,-201.51729468075263,OAD,56.984955,84.0
325,5.908992942236863e-88,-200.85101276552226,OAD,56.135937,89.0
326,1.0904158885473986e-84,-193.3305886389041,OAD,56.188744,93.0
327,1.5738488453208974e-83,-190.66103860531962,OAD,56.373814,98.0
328,7.255403072221127e-83,-189.13281627586025,OAD,51.150337,77.0
329,6.411122364912051e-83,-189.2565283669706,OAD,48.631786,83.0
330,6.317511557949536e-84,-191.57382242170812,OAD,46.064137,100.0
331,9.792619789320293e-84,-191.13551879225497,OAD,54.6294,84.0
332,1.660504326731219e-83,-190.60744135099478,OAD,48.168068,99.0
333,4.463790180651966e-91,-208.03924524102592,OAD,51.89564,94.0
334,4.983126062416317e-90,-205.6266009519867,OAD,46.17661,89.0
335,1.0807059281189559e-90,-207.15504390470852,OAD,54.648087,89.0
336,1.230885877574268e-86,-197.8145838616715,OAD,54.335625,86.0
337,1.7531193372808436e-92,-211.27643187580003,OAD,53.56015,81.0
338,7.980169857737151e-83,-189.03760302183989,OAD,56.3975,21.0
339,2.7517201514803607e-77,-176.28682593478342,OAD,15.487319,0.0
340,1.8974775716765383e-77,-176.65852675025704,OAD,14.82095,5.0
341,8.40181628160242e-84,-191.28869990502332,OAD,68.95934,97.0
342,9.440348247376692e-89,-202.68508040638116,OAD,60.24317,97.0
343,6.568079998735765e-86,-196.1400964453365,OAD,54.972355,94.0
344,6.154531379156962e-92,-210.0206399353257,OAD,54.203304,81.0
345,1.3286204417039783e-109,-250.69763399432242,OAD,45.278316,59.0
346,1.9717527629461595e-106,-243.3950969828079,OAD,36.09168,77.0
347,1.3891507811206602e-74,-170.06260426995613,OAD,37.79047,66.0
348,8.76120159733378e-82,-186.6416445613248,OAD,58.25805,82.0
349,1.887540505232147e-83,-190.47928805686936,OAD,59.92612,81.0
350,2.9935383710788013e-84,-192.3206917220665,OAD,50.910564,90.0
351,9.735146222603802e-87,-198.04916043147233,OAD,53.98979,90.0
352,1.4253171814678047e-85,-195.36533853205512,OAD,57.398834,97.0
353,1.7718367688820663e-84,-192.84513108044368,OAD,57.69966,82.0
354,1.9930777271982134e-79,-181.21454230595998,OAD,36.298183,51.0
355,1.3040584836966611e-90,-206.96717705750473,OAD,41.0263,2.5
356,2.0440004848674394e-78,-178.88672834397914,OAD,64.39786,91.0
357,1.185666046695972e-78,-179.43133257212534,OAD,59.410107,91.0
358,1.8014089281228575e-83,-190.52599362193715,OAD,75.52723,93.0
359,8.63064452115164e-83,-188.95924353240406,OAD,69.655334,97.0
360,1.1559978293260141e-82,-188.667013733009,OAD,68.896545,93.0
361,1.5944236539573967e-86,-197.5558056720334,OAD,61.934258,72.0
362,4.5989048626001227e-85,-194.1939147026906,OAD,75.86271,93.0
363,2.746081667761349e-77,-176.28887711301113,OAD,63.353664,22.0
364,2.2043340117526467e-77,-176.50862673275094,OAD,37.112,95.0
365,1.764627683830094e-81,-185.94145280838987,OAD,43.90678,81.0
366,8.65954958131612e-81,-184.35072982269136,OAD,50.020336,62.0
367,2.56657195755536e-89,-203.9875021366131,OAD,72.53751,96.0
368,3.036592174779229e-85,-194.60899701299917,OAD,73.618835,94.0
369,4.6136345387519135e-79,-180.37520639694762,OAD,46.7758,71.0
370,1.935003030390416e-83,-190.45445382593203,OAD,70.5847,99.0
371,9.192128391543967e-86,-195.80397048929055,OAD,66.09849,75.0
372,1.9329329328169234e-91,-208.8762049587382,OAD,68.44347,85.0
373,4.5476661232927585e-95,-217.23096967300583,OAD,65.70254,88.0
374,1.5334553988458972e-98,-225.2258154938151,OAD,60.549065,93.0
375,1.0201799135098483e-97,-223.33077502288643,OAD,67.47133,90.0
376,1.8986278894510714e-92,-211.19669709361224,OAD,44.783424,79.0
377,4.451439161209871e-95,-217.2523563835275,OAD,54.091125,75.0
378,1.8419958287377928e-96,-220.43731925412672,OAD,47.31344,93.0
379,9.570973476028358e-92,-209.57909363352758,OAD,61.554325,33.0
380,6.446956994406228e-90,-205.36905013379442,OAD,67.24751,84.0
381,1.3635705008031378e-89,-204.6199666487437,OAD,70.60674,2.5
382,1.4492888021556813e-89,-204.5590003216348,OAD,70.96697,46.0
383,1.2522863008763334e-94,-216.21802782008314,OAD,67.89356,80.0
384,1.7289535901384547e-97,-222.80323765610672,OAD,55.85958,39.0
385,4.844815222937059e-86,-196.44440889055315,OAD,54.43708,46.0
386,9.07612492431551e-87,-198.11925575941103,OAD,54.03206,35.0
387,2.4172254217375808e-86,-197.13969763501927,OAD,59.739273,57.0
388,8.19654419776187e-90,-205.12894574332174,OAD,43.648613,30.0
389,5.703944532741465e-89,-203.1889153176793,OAD,62.054867,51.0
390,1.759521084526227e-85,-195.1546912435374,OAD,65.24727,65.0
391,1.408808802750113e-86,-197.67957347090461,OAD,57.49819,53.0
392,2.0316703147782838e-80,-183.49794916963506,OAD,71.48155,70.0
