idx,leverage,AD_type,y_pred,y_true
381,350.2872116423856,OAD,70.60674,2.5
382,350.2881952823203,OAD,70.96697,46.0
383,350.3470104616125,OAD,67.89356,80.0
384,2.2236886190312037,OAD,55.85958,39.0
385,2.1964264088084517,OAD,54.43708,46.0
386,2.2420746159862497,OAD,54.03206,35.0
387,2.2024558856031495,OAD,59.739273,57.0
388,2.2928056957135254,OAD,43.648613,30.0
389,2.209417700520965,OAD,62.054867,51.0
390,2.1938707784052047,OAD,65.24727,65.0
391,2.2025900895731976,OAD,57.49819,53.0
392,2.181401262965106,OAD,71.48155,70.0
393,0.27095951290936116,IAD,44.278484,57.0
394,1.3676989770747425,OAD,48.04648,59.0
395,2.1772376378121363,OAD,71.87206,95.0
396,2.391754716541004,OAD,68.714874,87.0
397,2.160964355384644,OAD,54.5341,91.0
398,2.1614409796593548,OAD,64.853874,87.0
399,2.1769943395035884,OAD,63.02369,77.0
400,2.6657652736963566,OAD,46.040596,90.0
401,2.4413977650023644,OAD,44.918,83.0
402,2.386567691334958,OAD,43.05626,86.0
403,2.7480484042544475,OAD,60.474117,84.0
404,2.4433087725363816,OAD,62.820793,85.0
405,2.3925108962971335,OAD,68.09326,82.0
406,2.6646579626050606,OAD,58.610424,80.0
407,2.2143414341761845,OAD,70.529945,89.0
408,2.4842451574859963,OAD,72.9983,75.0
409,2.423141998234954,OAD,70.36788,82.0
410,2.4638952980199864,OAD,73.92619,91.0
411,2.6929959799061476,OAD,68.41233,98.0
412,3.2223970726928663,OAD,73.756645,71.0
413,2.198674426389296,OAD,69.483284,89.0
414,2.2328138541989384,OAD,81.72214,94.0
415,2.189059542891912,OAD,47.69892,84.0
416,2.1603715853430754,OAD,82.86226,96.0
417,2.2154245426202404,OAD,81.049416,95.0
418,2.2854610316981354,OAD,78.23689,87.0
419,2.143659011229649,OAD,66.91387,86.0
420,2.157256573427451,OAD,74.28414,85.0
421,2.2056669195471,OAD,81.417656,89.0
422,12.664914625560652,OAD,60.934734,74.0
423,8.026301315351592,OAD,63.85913,77.0
424,8.091071281968294,OAD,71.028,82.0
425,8.118550000758972,OAD,66.88452,84.0
426,8.118550000758972,OAD,66.88452,56.0
427,8.118550000758972,OAD,66.88452,51.0
428,2.183963469265783,OAD,46.746334,39.0
429,2.2219415815118007,OAD,39.57749,33.0
430,2.6757422343076644,OAD,28.696789,32.0
431,2.1628575305428313,OAD,74.42231,98.0
432,2.168914258336692,OAD,69.552444,96.0
433,2.1583593911694594,OAD,70.10618,93.0
434,2.160420285793471,OAD,74.68903,96.0
435,2.1703997517705624,OAD,80.65158,94.0
436,2.1580215385419272,OAD,71.9494,96.0
437,2.953520693516889,OAD,44.696007,71.0
438,2.1690662310937707,OAD,71.29223,93.0
439,2.2536800337706655,OAD,70.88402,83.0
440,2.193463753696739,OAD,84.23744,97.0
441,2.1506051023679786,OAD,81.29268,95.0
442,2.2424412234842874,OAD,75.51209,83.0
443,2.176183096589161,OAD,88.5664,95.0
444,2.191383577584653,OAD,88.80941,93.0
445,2.207432337465699,OAD,86.34135,92.0
446,2.2312294075394767,OAD,90.414536,96.0
447,2.4022007428647356,OAD,77.549065,91.0
448,2.285788232059163,OAD,69.50558,89.0
449,161.0420898507848,OAD,71.99186,60.0
450,2.1719809373100887,OAD,57.461857,20.0
451,0.2828081389962773,IAD,56.799892,69.0
452,2.6652440476721773,OAD,66.840614,73.0
453,2.711111466939447,OAD,62.396763,77.0
454,2.7333991603667034,OAD,66.685776,81.0
455,2.4686879880444845,OAD,60.096817,75.0
456,2.4658273000057416,OAD,55.163513,73.0
457,2.4715196546682643,OAD,62.764755,78.0
458,2.473885368705013,OAD,53.77155,85.0
459,2.4854597552880184,OAD,60.98421,79.0
460,2.488694531757192,OAD,62.87553,82.0
461,2.541242395288539,OAD,62.27684,71.0
462,3.1832406140488096,OAD,57.919685,74.0
463,33.94553786687198,OAD,69.32226,41.0
464,2.681929625979154,OAD,62.9952,25.0
465,2.682999871612811,OAD,62.298553,70.0
466,2.7233644589182147,OAD,62.08488,20.0
467,2.7247811100387516,OAD,62.486904,70.0
468,2.805448911887196,OAD,64.49096,24.0
469,2.806996648803697,OAD,62.339333,70.0
470,0.3464381404206929,IAD,27.009285,50.0
471,0.17503640043668367,IAD,32.629684,98.0
472,0.2848189408717461,IAD,54.426937,11.0
473,0.844317853547091,OAD,59.169765,10.0
474,0.6673293997639695,OAD,19.58266,90.0
475,1.4108942701208012,OAD,64.3564,11.0
476,0.10612328553538808,IAD,78.90002,26.0
477,0.18184333936813013,IAD,24.248243,18.0
478,0.1978146817686398,IAD,25.330729,15.0
479,0.23191793875155853,IAD,29.847624,10.0
480,0.1809154563432167,IAD,30.518621,85.0
481,0.1968666027140974,IAD,25.792168,90.0
482,0.17482253455640184,IAD,46.267796,79.0
483,0.17878385684618947,IAD,40.0385,50.0
484,0.33505991512500666,IAD,44.659927,65.0
485,0.17503640043668367,IAD,32.629684,98.0
486,0.18344732060210067,IAD,34.73049,92.0
487,0.18546807552590727,IAD,38.213825,92.0
488,0.22685034517026692,IAD,34.297466,78.0
489,0.2619155407438495,IAD,40.886055,89.0
490,0.23290378391700806,IAD,42.869812,90.0
491,0.2947548363173672,IAD,34.057278,89.0
492,0.31559108787892476,IAD,37.97646,90.0
493,0.34551370503832907,IAD,44.988354,91.0
494,0.44830642554858047,OAD,23.152142,91.0
495,0.18113763839626085,IAD,40.482407,85.0
496,0.18074615624446844,IAD,38.349598,84.0
497,0.30145569654527826,IAD,42.663544,89.0
498,0.31329634329525247,IAD,41.409172,87.0
499,0.4564090192365492,OAD,22.98112,85.0
500,0.24263190928679412,IAD,47.98367,86.0
501,0.2355271864786887,IAD,39.94539,68.0
502,0.22547212074242706,IAD,46.181877,60.0
503,0.22341099067111903,IAD,46.49064,70.0
504,0.20752126174842034,IAD,54.130814,65.0
505,0.3451793473321978,IAD,46.36787,65.0
506,0.35172672521675935,IAD,49.332737,50.0
507,0.27160977956267196,IAD,48.609913,67.0
508,0.29010835335030505,IAD,52.11476,60.0
509,0.19313545172480429,IAD,37.38988,82.0
510,0.25029268969782903,IAD,39.49776,81.0
511,0.21509541683200817,IAD,30.555387,81.0
512,0.1742707625833267,IAD,29.068752,65.0
513,0.18858653133959452,IAD,39.75179,68.0
514,0.2158573988231136,IAD,38.30998,51.0
515,0.20211375050483205,IAD,25.751896,52.0
516,0.19376713087817587,IAD,37.707596,70.0
517,43.61882745354031,OAD,31.519577,58.0
518,0.1956571815310285,IAD,24.829294,80.0
519,0.1863664079636994,IAD,30.909029,80.0
520,0.3136474618487619,IAD,29.021145,60.0
521,0.30593824022506827,IAD,27.39528,60.0
522,0.21028060314023078,IAD,24.394032,60.0
523,1.1248548939857768,OAD,56.84272,28.0
524,1.0940840985863993,OAD,66.86387,30.0
525,1.1002950487311975,OAD,64.86377,33.0
526,1.1738130830990963,OAD,55.536617,17.0
527,1.1274021072690543,OAD,58.589993,7.0
528,1.106138507949296,OAD,64.468025,48.0
529,1.1333380030809614,OAD,55.790543,35.0
530,1.141286182404725,OAD,53.850132,40.0
531,1.1008875492520023,OAD,67.1903,53.0
532,1.1018416352899125,OAD,53.17628,41.0
533,1.1008875492520023,OAD,67.1903,67.0
534,1.1008875492520023,OAD,67.1903,82.0
535,1.0997592291555498,OAD,70.2356,82.0
536,1.0454182260404217,OAD,71.36889,92.0
537,1.049943466759809,OAD,73.44255,82.0
538,1.0543625712695195,OAD,64.963585,75.0
539,1.0450610003786864,OAD,65.95511,92.0
540,1.0519415735172069,OAD,65.548836,87.0
541,1.0649480554527126,OAD,61.825645,77.0
542,1.044777278713369,OAD,59.207623,84.0
543,1.088731111656287,OAD,63.171154,73.0
544,1.0615827609927924,OAD,87.473526,94.0
545,1.0504388639625666,OAD,82.06589,95.0
546,1.998891419710974,OAD,79.167946,82.0
547,1.4521248435273453,OAD,64.66139,84.0
548,1.0388845350227793,OAD,63.62044,85.0
549,1.0466476275234156,OAD,70.80076,80.0
550,1.0888768977933103,OAD,69.46532,78.0
551,1.31821558380325,OAD,75.80527,77.0
552,1.1112944102294513,OAD,63.685947,68.0
553,2.4722162122068383,OAD,55.429993,96.0
554,1.7827399045245187,OAD,62.54724,96.0
555,1.8914269012719842,OAD,57.4824,96.0
556,1.8396384445494576,OAD,50.867043,98.0
557,1.8445386253005722,OAD,60.28095,97.0
558,1.7417067288089143,OAD,63.608456,98.0
559,1.7037198444004709,OAD,63.162754,98.0
560,1.845119837614817,OAD,67.221954,99.0
561,1.872546289721413,OAD,70.202034,98.0
562,1.7229942779137204,OAD,64.89222,90.0
563,1.7358783451079383,OAD,62.619556,87.0
564,2.137873296851687,OAD,54.005188,86.0
565,2.2403076671503825,OAD,58.076824,92.0
566,2.623232225602642,OAD,61.51945,83.0
567,1.6244853687737653,OAD,61.628017,90.0
568,2.6985293347834656,OAD,62.3234,87.0
569,1.792999320710397,OAD,70.64775,99.0
570,1.7736786076124744,OAD,54.6594,78.0
571,1.6735308545381038,OAD,56.856327,80.0
572,1.6915483737644053,OAD,52.78963,78.0
573,1.778179183215041,OAD,58.44829,69.0
574,1.73235971824219,OAD,62.23841,65.0
575,1.7351766922983174,OAD,67.207825,75.0
576,1.7382549182929097,OAD,66.348656,87.0
577,1.7857464094077322,OAD,62.443607,85.0
578,1.7039246461958157,OAD,57.85168,82.0
579,1.7233698469855199,OAD,50.47761,80.0
580,1.7612677385102948,OAD,56.67233,67.0
581,1.7534577972579797,OAD,64.37367,76.0
582,1.7562705524222295,OAD,64.06746,90.0
583,1.8274917532180268,OAD,60.620605,86.0
584,1.713683550520848,OAD,56.843693,76.0
585,1.8525532426636708,OAD,64.91446,95.0
586,1.7818639145501898,OAD,68.56902,97.0
587,1.852830920204486,OAD,64.92256,92.0
