idx,density,log_density,AD_type,y_pred,y_true
102,4.6132576215699506e-82,-187.2830433756344,OAD,62.241146,0.0
103,2.277571174025577e-80,-183.3836978389157,OAD,72.320854,93.0
104,3.551117943216686e-83,-189.84730025101118,OAD,33.339016,65.0
105,2.9179511481622225e-81,-185.4385108241055,OAD,52.261242,38.0
106,1.890483788428408e-82,-188.17514485648218,OAD,71.05,85.0
107,2.4235948044615727e-90,-206.3474064751054,OAD,37.05094,8.0
108,4.0496152004388306e-79,-180.50560048216244,OAD,78.69457,83.0
109,7.131253687218195e-83,-189.15007566682692,OAD,72.05205,78.0
110,2.1503787427004453e-84,-192.65150382547895,OAD,90.102974,91.0
111,3.130936054108245e-84,-192.27581579283643,OAD,78.5673,89.0
112,6.653588411623876e-77,-175.40389584064079,OAD,58.327953,86.0
113,9.052298644534739e-79,-179.70120362719751,OAD,71.073425,82.0
114,1.904195567348784e-78,-178.95757760849742,OAD,72.39569,80.0
115,7.633357818682195e-79,-179.87169451695505,OAD,79.84014,82.0
116,1.7058745739760998e-88,-202.09341025763914,OAD,62.96813,86.0
117,2.881112470170626e-88,-201.5693116895481,OAD,82.01017,95.0
118,1.1140757980257586e-88,-202.51946300296987,OAD,77.13615,86.0
119,3.3457058934812836e-77,-176.09137445978357,OAD,87.3638,92.0
120,1.3016742829287879e-78,-179.33798590776746,OAD,89.60073,88.0
121,7.238589331062429e-88,-200.64806183983882,OAD,75.46073,72.0
122,1.5118599549846945e-78,-179.18829660243256,OAD,70.165115,81.0
123,2.560647755106393e-84,-192.47688755567646,OAD,71.726875,80.0
124,1.1270833888820608e-78,-179.48200402930564,OAD,59.300552,92.0
125,6.66777119566695e-79,-180.006936696017,OAD,14.601631,0.0
126,1.0528516699313924e-102,-234.8121771264258,OAD,83.71592,78.0
127,7.341772677589197e-92,-209.8442482327761,OAD,78.9985,76.0
128,1.3653512499499468e-81,-186.19798081101277,OAD,86.289055,77.0
129,2.281706996789063e-87,-199.49997924483657,OAD,78.169945,80.0
130,8.21358367173448e-83,-189.00877338945995,OAD,76.24014,73.0
131,1.3780638542681629e-89,-204.60939376658632,OAD,83.64589,75.0
132,9.235653388306424e-86,-195.79924663503397,OAD,75.78684,83.0
133,1.9824602771227338e-92,-211.15348991788636,OAD,77.38249,83.0
134,1.1206357635803944e-80,-184.0929112692128,OAD,87.915306,86.0
135,1.3325871806414254e-78,-179.31451495224536,OAD,55.31196,78.0
136,5.901336154559072e-81,-184.73421374037136,OAD,54.27612,65.0
137,2.5654851146919613e-89,-203.987925687195,OAD,72.54931,81.0
138,1.1068170107562525e-88,-202.52599984534993,OAD,76.79117,88.0
139,3.144728412850473e-89,-203.78434574526096,OAD,61.270935,78.0
140,1.9434371129547358e-87,-199.6604449773209,OAD,59.225174,63.0
141,5.542603706277821e-88,-200.91502381004165,OAD,47.666508,7.0
142,3.328075471873089e-87,-199.12250888993367,OAD,60.00498,75.0
143,7.295933148223472e-92,-209.85051146552047,OAD,49.494816,90.0
144,2.6388155224756852e-83,-190.14423256775706,OAD,56.619186,65.0
145,1.6665622217708112e-84,-192.90638485663501,OAD,48.661713,58.0
146,1.3705093423562434e-85,-195.40455045100614,OAD,44.44309,45.0
147,3.54683364100128e-87,-199.0588478171151,OAD,40.844215,0.0
148,2.0376039041206893e-88,-201.91571362275593,OAD,59.67603,70.0
149,6.654102180905907e-94,-214.54776520764904,OAD,22.885464,0.0
150,7.256939989984629e-92,-209.85587030444978,OAD,39.77102,25.0
151,1.0062195261835564e-98,-225.6471388486625,OAD,44.248177,80.0
152,2.76365690729572e-96,-220.03161415828126,OAD,41.146477,76.0
153,2.1422354029401288e-102,-234.10182962074066,OAD,34.771175,67.0
154,6.030292912384272e-100,-228.4617137139938,OAD,47.768246,53.0
155,1.3484112428295444e-105,-241.47250772212794,OAD,37.281384,78.0
156,4.1636551916470926e-108,-247.25279670303408,OAD,39.81088,60.0
157,1.0010009223514136e-91,-209.53424304069551,OAD,48.80953,100.0
158,5.977339081349714e-92,-210.049853056192,OAD,42.100864,84.0
159,5.503994670553626e-92,-210.13235442310767,OAD,45.047474,90.0
160,2.5578629704424245e-91,-208.5960713297581,OAD,47.49935,92.0
161,5.010569800538432e-94,-214.8314491001682,OAD,56.835197,99.0
162,4.24434667598201e-95,-217.29999593087783,OAD,57.739098,92.0
163,1.351163840354721e-96,-220.74720260240977,OAD,57.444595,91.0
164,2.1435967700311446e-97,-222.58826886858145,OAD,47.75963,73.0
165,2.743263402814278e-97,-222.34160578580267,OAD,52.44153,95.0
166,1.6721338595560413e-96,-220.53406835642738,OAD,54.966957,85.0
167,3.031625354227442e-100,-229.14941040316825,OAD,52.503925,98.0
168,8.767218436614659e-98,-223.48231952534368,OAD,57.857597,95.0
169,3.49149309919035e-102,-233.61335001855053,OAD,67.21675,53.0
170,3.1058268476353426e-90,-206.0993783939943,OAD,72.81778,70.0
171,5.0584343081136515e-95,-217.12452682429083,OAD,62.472687,57.0
172,2.429553362875133e-84,-192.52944037232686,OAD,67.98569,73.0
173,1.5986122798676674e-96,-220.57903299960938,OAD,57.659904,92.0
174,1.3930020641305918e-93,-213.80895247186174,OAD,57.668964,96.0
175,3.012129359680129e-94,-215.34035148432392,OAD,52.406685,82.0
176,1.3583179765590494e-93,-213.83416649608614,OAD,67.78235,95.0
177,1.0710375284266252e-94,-216.37437091004085,OAD,61.32118,45.0
178,2.9119096754922858e-86,-196.95350888566605,OAD,86.92339,94.0
179,7.918916818172018e-84,-191.34789338040906,OAD,84.72623,64.0
180,4.141954352681252e-95,-217.32441609212012,OAD,77.93013,61.0
181,7.90313501718726e-95,-216.67832431606195,OAD,78.36823,67.0
182,2.0102349071332195e-84,-192.71889622703702,OAD,87.24353,65.0
183,6.877657727202909e-82,-186.8836994781591,OAD,85.781265,75.0
184,8.171730678387417e-92,-209.73714783567385,OAD,78.49389,75.0
185,1.0556093492949005e-85,-195.66561472203225,OAD,87.295135,64.0
186,9.268323110276653e-84,-191.1905453425382,OAD,88.30222,80.0
187,9.498478845859133e-84,-191.16601614720267,OAD,80.68192,46.0
188,8.635008958151823e-82,-186.65615287649015,OAD,83.17434,19.0
189,5.438098975946135e-97,-221.65732447357857,OAD,68.59511,8.0
190,3.8926733946324e-88,-201.26839201391493,OAD,86.44496,52.0
191,8.055585306060974e-87,-198.2385374127982,OAD,86.77053,41.0
192,3.9548146871628634e-87,-198.94996934569187,OAD,86.432816,28.0
193,6.77144619188688e-86,-196.1096033156682,OAD,88.35788,40.0
194,1.1557385611122344e-91,-209.390503875993,OAD,67.10225,11.0
195,6.785062484120303e-89,-203.0153497740701,OAD,75.50737,10.0
196,3.085814699757279e-86,-196.89550229079458,OAD,86.847145,68.0
197,2.4235800596119786e-86,-197.13707218702345,OAD,82.278404,95.0
198,1.4495778812623042e-92,-211.46655615777314,OAD,77.52878,0.0
199,2.4235800596119786e-86,-197.13707218702345,OAD,82.278404,91.0
200,7.009381281148994e-87,-198.37765365564908,OAD,79.50393,91.0
201,2.764963514131251e-86,-197.00529055821326,OAD,89.26072,87.0
202,5.190254851039975e-91,-207.8884606622393,OAD,79.77821,78.0
203,9.070363536397424e-86,-195.81730565297366,OAD,63.90771,89.0
204,2.0662382274704377e-85,-194.99400323189099,OAD,65.61583,68.0
205,3.516928379567316e-86,-196.764730008273,OAD,60.14061,60.0
206,1.4056006968394188e-87,-199.98443833683194,OAD,69.24736,67.0
207,1.20776844821966e-87,-200.13612869128005,OAD,86.07702,91.0
208,4.4554294219325367e-92,-210.34370510816856,OAD,75.82843,90.0
209,1.9841296791895476e-90,-206.54747800024273,OAD,79.14571,75.0
210,9.034800984398313e-89,-202.72898937985184,OAD,76.48155,87.0
211,1.103497797277643e-92,-211.7393436048631,OAD,78.946724,72.0
212,1.0437063346283487e-86,-197.97953983626672,OAD,81.160385,75.0
213,1.3635277823372368e-87,-200.0148277916345,OAD,84.63796,95.0
214,3.452069709036213e-93,-212.90143968161777,OAD,82.29575,92.0
215,1.8307033030692127e-91,-208.93054325081926,OAD,87.40873,94.0
216,1.2661177422129665e-97,-223.1147986976972,OAD,21.7049,86.0
217,1.4187353231074727e-97,-223.00098816317464,OAD,16.998629,88.0
218,5.0736279550683714e-110,-251.66030409465043,OAD,25.204454,63.0
219,2.4118016010870984e-110,-252.40398620880222,OAD,18.291729,65.0
220,6.222238397326457e-110,-251.45623051637915,OAD,20.169653,79.0
221,2.1746641087648503e-110,-252.50748600948214,OAD,15.939521,81.0
222,3.06676743826366e-197,-452.48863926467664,OAD,32.344727,58.0
223,1.4404219232435185e-197,-453.2443272469034,OAD,22.880451,61.0
224,9.244686505493357e-110,-251.06031127470843,OAD,17.102606,78.0
225,1.6706152860210145e-109,-250.4685831430346,OAD,8.455854,79.0
226,1.2537200805697686e-99,-227.7298090103536,OAD,27.120865,80.0
227,1.347151867197796e-99,-227.657931570573,OAD,22.668175,82.0
228,2.7125668292809445e-100,-229.26061394331856,OAD,31.449095,86.0
229,2.9533732815760693e-100,-229.17556129705414,OAD,27.615528,90.0
230,1.2118847718692198e-83,-190.92238590809353,OAD,71.57633,30.0
231,2.374367198004001e-86,-197.15758703844924,OAD,61.39394,27.0
232,4.906501398903648e-86,-196.43175685571123,OAD,72.03224,55.0
233,9.769281968458458e-86,-195.74307502763878,OAD,79.2308,93.0
234,1.4311737152078142e-85,-195.36123801701206,OAD,62.694782,18.0
235,3.081926864556159e-86,-196.89676299073653,OAD,77.216576,24.0
236,1.1364503654884963e-88,-202.4995784932486,OAD,68.688515,26.0
237,1.0381948100548357e-86,-197.9848345520734,OAD,75.199684,85.0
238,2.494941265101113e-89,-204.01580808858532,OAD,75.84324,49.0
239,2.9986186059940845e-88,-201.52933646552296,OAD,71.88553,80.0
240,4.507341133533023e-90,-205.7269509389077,OAD,67.196754,40.0
241,3.887357309090928e-89,-203.57234370469536,OAD,68.28413,90.0
242,2.230703942605991e-90,-206.43034116447512,OAD,73.6556,20.0
243,9.504375817498489e-89,-202.67832097154462,OAD,71.33993,27.0
244,9.769281968458458e-86,-195.74307502763878,OAD,79.2308,93.0
245,2.0228747163744199e-84,-192.71262818485408,OAD,58.44114,0.0
246,1.552557337113278e-93,-213.70051018218467,OAD,82.322296,99.0
247,1.1281502757096617e-93,-214.01983428109693,OAD,82.32703,82.0
248,9.855274702927195e-101,-230.27308757770984,OAD,78.29892,84.0
249,9.775394819716152e-97,-221.0708855246029,OAD,81.48982,87.0
250,3.797529613557554e-113,-258.85776475469794,OAD,80.323326,96.0
251,1.651059059567884e-89,-204.42865634017437,OAD,82.761986,85.0
252,3.767840090797472e-105,-240.44493284730925,OAD,78.01784,96.0
253,1.233346285024072e-100,-230.04877826710677,OAD,77.22215,98.0
254,1.9520300037867134e-95,-218.0767139757692,OAD,80.97545,94.0
255,1.0002432326435415e-90,-207.23241516639683,OAD,71.52577,72.0
256,4.260424633176986e-92,-210.38845972098903,OAD,82.97543,99.0
257,1.5427448615739922e-91,-209.10168025493726,OAD,79.27513,98.0
258,3.544317213653022e-92,-210.57248301947646,OAD,78.713806,98.0
259,1.0084179784422536e-83,-191.10617997365176,OAD,81.50259,92.0
260,3.47533460509604e-89,-203.68438251285255,OAD,82.16538,97.0
261,5.043366594168842e-100,-228.64043546528382,OAD,81.16557,86.0
262,9.524060666004763e-94,-214.18917744303286,OAD,81.66321,84.0
263,1.9373817973494723e-97,-222.68941654785775,OAD,73.84676,98.0
264,6.089314099436136e-86,-196.21578254945945,OAD,75.80336,88.0
265,1.5297101818200429e-105,-241.3463564705604,OAD,72.22289,98.0
266,5.205680636125053e-94,-214.79324828209633,OAD,82.16999,94.0
267,3.595404211054361e-101,-231.28143797053522,OAD,84.075714,98.0
268,7.746799060518178e-96,-219.0008891938305,OAD,79.26177,90.0
269,9.815742814979719e-91,-207.25125595598573,OAD,76.221596,93.0
270,1.4077766714352556e-86,-197.68030636637008,OAD,76.71161,94.0
271,2.89587227575452e-112,-256.82624404545817,OAD,78.802666,71.2
272,1.028749375465421e-87,-200.29655922455402,OAD,84.90826,64.0
273,5.354307869967511e-91,-207.85734201621764,OAD,80.20591,52.0
274,6.159324036903902e-90,-205.41469133220878,OAD,77.615,18.0
275,1.1115133857569315e-94,-216.3372762441245,OAD,66.43016,0.0
276,1.5503372298254978e-91,-209.09677098756205,OAD,63.180683,0.0
277,7.937655049054405e-92,-209.76621065768504,OAD,74.55662,85.0
278,1.362460453544192e-85,-195.41044068228155,OAD,61.527435,0.0
279,4.079634010027803e-84,-192.01114053053192,OAD,78.523964,42.0
280,4.079634010027803e-84,-192.01114053053192,OAD,78.523964,24.0
281,3.3143077679497946e-90,-206.03440958574652,OAD,72.7795,0.0
282,7.937655049054405e-92,-209.76621065768504,OAD,74.55662,85.0
283,8.094326403709229e-98,-223.5621757411501,OAD,74.80905,87.0
284,1.7713230865834493e-102,-234.29195271150647,OAD,73.57349,99.0
285,9.975770376751782e-103,-234.86610538784086,OAD,80.32204,98.0
286,8.810039032172351e-103,-234.9903727080089,OAD,75.51973,94.0
287,3.0646759571538325e-94,-215.32305690124522,OAD,71.0023,92.0
288,1.1645036180919402e-99,-227.8036292890813,OAD,72.90062,88.0
289,3.7651417615864144e-103,-235.8404790653639,OAD,67.58949,92.0
290,3.4397667120507394e-107,-245.14120129754153,OAD,71.33581,94.0
291,8.747350022561542e-107,-244.20785415042747,OAD,75.09605,99.0
292,1.0135809777364251e-97,-223.33726443760568,OAD,70.152756,80.0
293,1.2367773649646016e-91,-209.32273436506455,OAD,64.878044,98.0
294,5.598195315151575e-99,-226.2334799257595,OAD,72.20513,82.0
295,2.210558357805306e-101,-231.7678492581891,OAD,75.43648,97.0
296,1.2777357660056856e-93,-213.89532406973194,OAD,65.616974,97.0
297,4.104409857393961e-100,-228.8464473287365,OAD,69.735306,99.0
298,5.679436338070827e-97,-221.61390202886875,OAD,69.48136,87.0
299,5.5104222330513396e-99,-226.2492829558638,OAD,70.55715,99.0
300,1.7976746982864205e-98,-225.0668451179369,OAD,70.43296,85.0
301,3.2276726239493653e-105,-240.59967343672193,OAD,77.50561,91.0
302,1.3233763924815498e-94,-216.1628123975395,OAD,71.29177,85.0
303,7.618223642538882e-100,-228.22796607465924,OAD,63.571125,97.0
304,4.653448078044802e-103,-235.628656111419,OAD,72.700645,82.0
305,9.75134986930836e-104,-237.19144394781986,OAD,69.20596,49.24
306,6.774461195303429e-71,-161.57038176734252,IAD,81.58777,82.0
307,6.774167449353544e-71,-161.57042512906682,IAD,89.024284,91.0
308,6.7741674501188645e-71,-161.57042512895384,IAD,81.74966,80.0
309,1.3171165982183113e-70,-160.9055115575455,IAD,65.13371,64.0
310,1.317001015974284e-70,-160.9055993153916,IAD,66.59061,66.0
311,6.792167201834759e-71,-161.56777153640436,IAD,80.37923,85.0
312,6.796255348951251e-71,-161.56716982605505,IAD,65.51099,64.0
313,6.779744559352725e-71,-161.56960217694638,IAD,83.20184,84.0
314,6.798014092281544e-71,-161.56691107830142,IAD,83.61056,81.0
315,6.964370311447361e-71,-161.54273440697773,IAD,73.10005,75.0
316,1.1278469257231277e-74,-170.27098644183832,OAD,63.56825,53.0
317,1.1278386521237685e-74,-170.27099377761192,OAD,71.761444,68.0
318,1.1717872741492787e-74,-170.23276671357746,OAD,71.761444,81.0
319,2.5470816976357306e-77,-176.3641038890336,OAD,75.703476,90.0
320,2.2960518969978047e-79,-181.0730312651057,OAD,73.979774,96.0
321,9.436472073097304e-79,-179.65964015729352,OAD,80.175964,88.0
322,8.31374001442379e-94,-214.32508917191623,OAD,83.287445,91.0
323,1.8121445334361883e-86,-197.42780702845866,OAD,74.60559,96.0
324,5.18946295263539e-87,-198.67827287599255,OAD,63.175503,84.0
325,1.9881812336231043e-81,-185.82217226464417,OAD,72.41774,89.0
326,1.1278150216916298e-74,-170.27101472979302,OAD,80.22426,93.0
327,8.979729145839819e-79,-179.7092526266036,OAD,68.70226,98.0
328,5.7324276072881866e-71,-161.73740249537838,OAD,71.05411,77.0
329,5.732427655301322e-71,-161.73740248700267,OAD,63.89539,83.0
330,2.7183912811733328e-74,-169.39125661696664,OAD,68.224,100.0
331,3.875375360504078e-81,-185.15475000717686,OAD,80.50908,84.0
332,1.6976158421406268e-76,-174.46724224663248,OAD,61.435555,99.0
333,3.310763753270051e-85,-194.52255400055236,OAD,56.953705,94.0
334,1.381620715822417e-78,-179.27838001171656,OAD,61.80123,89.0
335,7.586815044997927e-88,-200.60107630530072,OAD,68.56316,89.0
336,1.5687973355876724e-80,-183.75649814200113,OAD,67.822716,86.0
337,1.1124869292032818e-87,-200.2183051045235,OAD,67.36318,81.0
338,1.1959410450647323e-77,-177.12011879965218,OAD,67.87108,21.0
339,2.7418581908123544e-82,-187.80334176313704,OAD,67.95913,0.0
340,4.964140907530433e-83,-189.51232246568185,OAD,61.497963,5.0
341,2.8044710171611764e-81,-185.47817759700985,OAD,86.32078,97.0
342,8.409121388566866e-81,-184.38007553621793,OAD,83.913605,97.0
343,8.527256644281371e-81,-184.36612483537075,OAD,73.80092,94.0
344,6.306236868261964e-82,-186.97043850273118,OAD,74.50612,81.0
345,6.737146311741093e-103,-235.25862813900395,OAD,61.08376,59.0
346,2.8279340059562807e-106,-243.0344734455487,OAD,55.73808,77.0
347,6.774266142808307e-71,-161.57041056008302,IAD,65.239815,66.0
348,1.3554335252351756e-70,-160.87683516159996,IAD,81.58189,82.0
349,6.786163022829103e-71,-161.56865591309835,IAD,81.91404,81.0
350,1.355894148838049e-72,-165.4816655704289,OAD,68.30114,90.0
351,3.626422428256385e-74,-169.10305027621737,OAD,70.531906,90.0
352,4.3157012551485905e-74,-168.9290370545507,OAD,75.71017,97.0
353,4.424593295436298e-78,-178.11445888993558,OAD,73.94692,82.0
354,4.454867709594383e-75,-171.19988460888763,OAD,42.780865,51.0
355,1.0290059874818949e-81,-186.48079925694424,OAD,62.324024,2.5
356,3.2284370809886786e-77,-176.12705401626755,OAD,61.292088,91.0
357,7.162599488129611e-80,-182.237934467439,OAD,65.820175,91.0
358,6.774167449338912e-71,-161.57042512906898,IAD,92.61877,93.0
359,5.071459382825919e-73,-166.46508316567093,OAD,68.96596,97.0
360,6.671210824973746e-79,-180.00642097009762,OAD,62.359337,93.0
361,9.645168295563235e-83,-188.84810562330466,OAD,71.98745,72.0
362,4.838389898016441e-83,-189.53798071882184,OAD,71.25243,93.0
363,2.1924463979422842e-76,-174.211449070499,OAD,54.37522,22.0
364,5.214277410113121e-77,-175.6476516415907,OAD,44.55476,95.0
365,2.1607440498328886e-79,-181.13376971663362,OAD,41.562054,81.0
366,3.515934728245419e-80,-182.94950202408083,OAD,48.059586,62.0
367,2.4746478246299228e-80,-183.30070934670644,OAD,69.766045,96.0
368,2.9560541701445774e-86,-196.9384626690812,OAD,75.04274,94.0
369,1.9153508680330384e-82,-188.16207679875706,OAD,53.81168,71.0
370,1.9939876610924202e-82,-188.1218411420091,OAD,74.53122,99.0
371,1.147190535542878e-84,-193.27983187072044,OAD,58.88561,75.0
372,1.4271372226881165e-92,-211.48215805992123,OAD,53.664974,85.0
373,1.9199931115985065e-93,-213.4880920501221,OAD,67.139,88.0
374,1.0947723392673478e-98,-225.56279268110904,OAD,78.77379,93.0
375,3.5913064127911596e-90,-205.95414232987622,OAD,78.11582,90.0
376,1.1006004450130727e-94,-216.34714285146006,OAD,53.051605,79.0
377,1.4998816684193702e-95,-218.3401976171584,OAD,68.94993,75.0
378,5.712537553700602e-100,-228.5158459692539,OAD,65.97265,93.0
379,1.5438246374886726e-92,-211.403565687056,OAD,51.584724,33.0
380,2.5703958966441518e-90,-206.28859843703393,OAD,65.61263,84.0
381,2.43536326321593e-89,-204.0399773469901,OAD,59.328426,2.5
382,2.4414772740013995e-89,-204.0374699802054,OAD,58.636013,46.0
383,3.568343846556664e-90,-205.96055678983896,OAD,79.96051,80.0
384,6.6455108650144e-92,-209.94388698663118,OAD,43.601753,39.0
385,5.5622660971509765e-86,-196.30631240083008,OAD,47.75566,46.0
386,1.5012195889246996e-85,-195.31345506745623,OAD,40.728504,35.0
387,2.0045882948281664e-84,-192.72170911106411,OAD,51.68223,57.0
388,4.213313132565229e-87,-198.88665378492897,OAD,36.938057,30.0
389,2.948065112972932e-85,-194.63858384324215,OAD,56.988953,51.0
390,9.361726677762927e-85,-193.48310315689767,OAD,56.228638,65.0
391,9.579871452095281e-88,-200.36782400994494,OAD,56.997295,53.0
392,1.829932400848498e-81,-185.9051135057737,OAD,67.546974,70.0
