idx,metrics,AD_type,y_pred,y_true
442,3.4453604,OAD,82.73854,83.0
443,1.7689214,IAD,95.87659,95.0
444,2.2054455,OAD,92.723526,93.0
445,2.248119,OAD,95.23052,92.0
446,0.8795034,IAD,95.67497,96.0
447,1.8596087,IAD,88.51119,91.0
448,3.1072834,OAD,80.09972,89.0
449,1.7232387,IAD,72.98962,60.0
450,5.406419,OAD,71.98441,20.0
451,3.3224537,OAD,55.50893,69.0
452,8.415378,OAD,79.073875,73.0
453,5.4651923,OAD,57.6495,77.0
454,5.2084856,OAD,56.290524,81.0
455,4.3946114,OAD,79.10972,75.0
456,3.44762,OAD,70.19326,73.0
457,0.89031816,IAD,82.050735,78.0
458,6.2252383,OAD,72.35484,85.0
459,5.7948747,OAD,82.11134,79.0
460,3.3224251,OAD,80.4836,82.0
461,5.5359507,OAD,79.51536,71.0
462,4.2320604,OAD,63.548355,74.0
463,3.4239357,OAD,89.81216,41.0
464,1.3156378,IAD,55.513836,25.0
465,8.84096,OAD,37.36927,70.0
466,6.6930366,OAD,61.736538,20.0
467,3.9725888,OAD,72.40979,70.0
468,2.3174462,OAD,67.061165,24.0
469,18.065248,OAD,38.046318,70.0
470,6.662264,OAD,61.931934,50.0
471,7.7824955,OAD,64.51734,98.0
472,4.5388174,OAD,60.734497,11.0
473,11.427931,OAD,68.37051,10.0
474,8.441879,OAD,48.185715,90.0
475,7.367782,OAD,30.951965,11.0
476,7.124459,OAD,76.52174,26.0
477,7.5682063,OAD,68.50444,18.0
478,13.491212,OAD,60.864456,15.0
479,9.732085,OAD,73.21104,10.0
480,5.660853,OAD,56.966663,85.0
481,11.46353,OAD,37.994305,90.0
482,6.9437966,OAD,69.745476,79.0
483,4.238735,OAD,73.657524,50.0
484,1.9995229,OAD,65.28863,65.0
485,7.7824955,OAD,64.51734,98.0
486,5.898263,OAD,76.06624,92.0
487,5.033902,OAD,81.15019,92.0
488,2.8561504,OAD,83.752,78.0
489,4.115514,OAD,85.03808,89.0
490,2.2412283,OAD,81.581154,90.0
491,2.3314357,OAD,77.143936,89.0
492,3.73734,OAD,87.98943,90.0
493,2.605037,OAD,87.455376,91.0
494,10.217611,OAD,71.00822,91.0
495,6.3951583,OAD,77.26995,85.0
496,6.189817,OAD,80.03558,84.0
497,1.964055,OAD,83.78768,89.0
498,3.706396,OAD,85.19435,87.0
499,5.8141727,OAD,70.97205,85.0
500,3.0174894,OAD,77.56644,86.0
501,3.4877465,OAD,76.210205,68.0
502,3.1716483,OAD,65.26271,60.0
503,1.2272192,IAD,71.02847,70.0
504,3.1638117,OAD,69.90099,65.0
505,3.9926636,OAD,66.40656,65.0
506,3.0972638,OAD,64.94093,50.0
507,2.9123592,OAD,75.604065,67.0
508,3.7037315,OAD,71.076225,60.0
509,1.8372586,IAD,78.737495,82.0
510,3.628257,OAD,78.52543,81.0
511,3.6241524,OAD,75.81099,81.0
512,2.9164777,OAD,64.42486,65.0
513,3.5591056,OAD,75.52267,68.0
514,2.5440423,OAD,76.10531,51.0
515,3.7920704,OAD,66.962654,52.0
516,1.374644,IAD,75.74801,70.0
517,5.290026,OAD,59.73465,58.0
518,5.8244095,OAD,65.29319,80.0
519,1.5631655,IAD,80.407455,80.0
520,6.3370814,OAD,65.10071,60.0
521,3.436777,OAD,67.92772,60.0
522,3.4005494,OAD,69.81965,60.0
523,4.0353665,OAD,18.674608,28.0
524,5.256873,OAD,35.784634,30.0
525,4.1174984,OAD,41.90073,33.0
526,7.006404,OAD,33.26265,17.0
527,3.2038054,OAD,27.52554,7.0
528,2.201732,OAD,46.74168,48.0
529,1.8651197,IAD,39.092556,35.0
530,5.8519926,OAD,34.199326,40.0
531,3.3497913,OAD,73.60052,53.0
532,1.9878367,OAD,44.453167,41.0
533,5.5994477,OAD,57.951206,67.0
534,5.5994477,OAD,57.951206,82.0
535,4.617425,OAD,63.85099,82.0
536,1.7495819,IAD,79.11647,92.0
537,3.388345,OAD,79.21978,82.0
538,4.4730644,OAD,77.25649,75.0
539,1.1520157,IAD,86.52767,92.0
540,7.4198537,OAD,71.4277,87.0
541,3.5339835,OAD,84.56868,77.0
542,1.8404734,IAD,78.27255,84.0
543,5.809704,OAD,77.56383,73.0
544,2.3078907,OAD,92.41657,94.0
545,2.372381,OAD,87.82516,95.0
546,1.4335351,IAD,89.31475,82.0
547,2.7309062,OAD,79.87309,84.0
548,2.0680475,OAD,81.977036,85.0
549,2.7101297,OAD,82.07071,80.0
550,1.1285857,IAD,78.96808,78.0
551,1.7170331,IAD,86.79313,77.0
552,3.0127327,OAD,86.02973,68.0
553,1.5734134,IAD,96.82241,96.0
554,1.409764,IAD,96.311066,96.0
555,2.893069,OAD,94.445404,96.0
556,2.6832852,OAD,94.299515,98.0
557,1.1064193,IAD,94.48592,97.0
558,0.7563247,IAD,98.00489,98.0
559,1.375558,IAD,98.04097,98.0
560,1.1501331,IAD,97.77236,99.0
561,3.4070163,OAD,98.194595,98.0
562,1.210441,IAD,90.59051,90.0
563,0.1921067,IAD,89.08285,87.0
564,1.085439,IAD,86.14364,86.0
565,1.5690454,IAD,89.85837,92.0
566,1.8535286,IAD,78.138794,83.0
567,1.2044257,IAD,89.71126,90.0
568,0.6247517,IAD,88.53111,87.0
569,3.8188965,OAD,95.066826,99.0
570,0.7882665,IAD,77.86912,78.0
571,1.4661194,IAD,79.75091,80.0
572,4.666071,OAD,82.136795,78.0
573,1.3191409,IAD,77.52677,69.0
574,1.5744874,IAD,78.73731,65.0
575,3.5032463,OAD,80.6682,75.0
576,1.8327408,IAD,83.68666,87.0
577,1.0309739,IAD,85.05864,85.0
578,4.5935197,OAD,80.723236,82.0
579,1.7760706,IAD,72.99731,80.0
580,2.3030128,OAD,77.94684,67.0
581,5.8224244,OAD,77.56213,76.0
582,1.2446287,IAD,86.52371,90.0
583,3.669697,OAD,82.90237,86.0
584,1.256921,IAD,82.43181,76.0
585,2.504904,OAD,92.98839,95.0
586,1.3315152,IAD,96.7199,97.0
587,1.4017215,IAD,90.61289,92.0
588,1.8052855,IAD,93.159386,94.0
589,1.4523253,IAD,95.95414,96.0
590,1.2900743,IAD,93.68757,90.0
591,0.77160144,IAD,83.54557,85.0
592,1.4650126,IAD,84.90719,82.0
593,1.2720666,IAD,79.18242,76.0
594,1.9550334,OAD,82.528564,78.0
595,4.3357673,OAD,82.19634,74.0
596,0.9257379,IAD,80.59008,77.0
597,4.4448876,OAD,63.790756,90.0
598,3.1950908,OAD,95.273865,97.0
599,1.4845457,IAD,90.65732,94.0
600,4.2827854,OAD,75.539536,89.0
601,1.6634622,IAD,94.784996,96.0
602,4.4888577,OAD,96.222595,92.0
603,1.1193702,IAD,94.943,94.0
604,0.51731366,IAD,89.46176,95.0
605,2.345804,OAD,87.53805,83.0
606,2.031765,OAD,80.48075,85.0
607,0.94130236,IAD,85.62277,80.0
608,0.7760475,IAD,81.02292,86.0
609,1.0683513,IAD,85.29872,78.0
610,1.541684,IAD,77.37574,73.0
611,2.2165697,OAD,67.9266,76.0
612,4.522334,OAD,76.33398,91.0
613,3.2145867,OAD,73.007835,89.0
614,4.7269278,OAD,65.724655,0.0
615,7.087723,OAD,85.63652,80.0
616,4.4254794,OAD,81.116394,82.0
617,4.8231525,OAD,89.47746,94.0
618,2.2421076,OAD,60.02663,0.0
619,12.36956,OAD,33.068092,72.0
620,10.880283,OAD,81.88161,95.0
621,16.752089,OAD,43.849186,94.0
622,9.2869005,OAD,78.903175,26.0
623,4.5617456,OAD,97.345215,91.0
624,6.27978,OAD,92.25808,78.0
625,6.363099,OAD,92.22642,100.0
626,5.5763907,OAD,88.5425,100.0
627,4.8282266,OAD,80.99156,97.0
628,6.474259,OAD,61.645668,86.0
629,4.569497,OAD,64.22731,62.0
630,1.0223637,IAD,65.779015,64.0
631,2.9168277,OAD,74.392456,81.0
632,1.5715698,IAD,85.6948,70.0
633,2.3252704,OAD,76.931595,91.0
634,2.1261098,OAD,84.79464,97.0
635,4.378201,OAD,89.43067,83.0
636,0.50263065,IAD,84.76524,91.0
637,1.5070841,IAD,91.90994,85.0
638,7.9896364,OAD,59.36692,90.0
639,5.611288,OAD,74.935555,73.0
640,2.9766555,OAD,86.84085,71.0
641,4.8801,OAD,74.68468,0.0
642,24.009747,OAD,17.481743,64.0
643,2.3956852,OAD,85.42682,87.0
644,3.2154782,OAD,81.16447,85.0
645,4.6882467,OAD,89.50365,75.0
646,2.3220434,OAD,91.40124,95.0
647,3.2481723,OAD,92.245995,95.0
648,3.1593754,OAD,85.620575,100.0
649,6.518668,OAD,79.08989,80.0
650,4.0166407,OAD,80.78442,87.0
651,1.9986786,OAD,91.49217,97.0
652,1.6579194,IAD,84.95347,99.0
653,2.1743767,OAD,82.27046,95.0
654,3.2713478,OAD,73.022095,74.0
655,2.7766979,OAD,73.94059,71.0
656,2.4912841,OAD,71.14652,100.0
657,4.0738726,OAD,92.60393,99.0
658,4.376416,OAD,92.13598,83.0
659,3.467035,OAD,89.10583,90.0
660,2.0165172,OAD,85.42657,100.0
661,1.1769542,IAD,88.09937,97.0
662,4.1043167,OAD,64.95558,95.0
663,2.4017744,OAD,89.14999,100.0
664,4.4230804,OAD,71.849594,44.0
665,2.5188198,OAD,84.46669,84.0
666,8.726278,OAD,74.90284,87.0
667,11.802274,OAD,75.139694,88.0
668,3.8879366,OAD,78.18984,93.0
669,10.97283,OAD,44.121017,82.0
670,4.5325813,OAD,89.22272,89.0
671,5.158715,OAD,85.31705,95.0
672,4.7091627,OAD,80.15672,96.0
673,2.9377844,OAD,87.49686,90.0
674,2.7073133,OAD,84.11348,93.0
