idx,metrics,predict,AD_type,y_pred,y_true
42,8.762697,57.64403,IAD,68.77226,82.0
43,7.575176,26.031668,IAD,63.328045,86.0
44,13.1952,63.187393,IAD,66.519005,81.0
45,3.4745421,4.9505873,IAD,56.143555,54.0
46,9.311593,68.906044,IAD,77.410706,78.0
47,1.7223262,1.2193729,OAD,55.389908,53.0
48,4.4001026,11.908028,IAD,55.814995,64.0
49,2.0218077,91.39323,OAD,77.77391,92.0
50,2.1465707,91.355865,OAD,77.18124,86.0
51,1.7044994,96.10003,OAD,68.62872,75.0
52,6.7833796,23.93992,IAD,62.886322,66.0
53,6.0357847,23.410025,IAD,70.13226,80.0
54,4.6121836,16.739498,IAD,56.14133,63.0
55,5.308623,16.030666,IAD,62.62891,76.0
56,5.6126356,56.80839,IAD,68.44145,89.0
57,4.5239873,15.688332,IAD,54.310513,66.0
58,0.3708299,0.035359062,OAD,24.841894,0.0
59,3.7657154,48.54055,IAD,55.55029,87.0
60,6.061529,67.48129,IAD,67.95369,84.0
61,9.457279,42.440857,IAD,72.570305,82.0
62,7.850776,65.141594,IAD,80.29378,80.0
63,3.0059054,57.572796,IAD,66.02223,89.0
64,4.43444,57.93729,IAD,54.2878,86.0
65,6.5952277,30.828575,IAD,66.93987,62.0
66,3.4818177,87.83772,IAD,74.23943,73.0
67,5.028007,9.305395,IAD,41.963066,89.0
68,1.3991966,0.4606055,OAD,46.37155,87.0
69,4.81527,19.123816,IAD,35.389183,81.0
70,5.714156,16.272009,IAD,44.067307,88.0
71,3.4971716,3.0120018,IAD,46.811344,90.0
72,4.2800756,10.69656,IAD,32.705677,83.0
73,4.396126,22.79961,IAD,32.111675,88.0
74,4.497583,18.134727,IAD,30.884232,92.0
75,4.3347,11.730171,IAD,42.97282,89.0
76,5.232523,16.727686,IAD,44.63535,93.0
77,3.6536853,3.9427178,IAD,44.949425,86.0
78,4.406942,20.167131,IAD,35.65294,71.0
79,2.3937442,1.2894685,OAD,39.3194,78.0
80,4.4289556,6.166298,IAD,45.063343,83.0
81,4.126946,3.9889336,IAD,40.2772,80.0
82,5.58751,20.121553,IAD,37.606606,76.0
83,2.5321572,1.4877805,OAD,51.64329,75.0
84,3.858984,4.794064,IAD,35.778812,71.0
85,2.5321572,1.4877805,OAD,51.64329,72.0
86,6.5529838,20.769253,IAD,65.09211,95.0
87,5.3507433,42.51393,IAD,72.216995,93.0
88,4.8472614,32.00681,IAD,57.36936,92.0
89,5.874899,21.543957,IAD,55.857494,90.0
90,3.4588048,29.450928,IAD,57.836636,93.0
91,6.04928,21.070045,IAD,50.985943,91.0
92,3.7056134,18.121197,IAD,55.122784,94.0
93,4.106268,18.903189,IAD,54.201668,91.0
94,3.2951574,74.28322,IAD,70.44448,5.0
95,3.2951574,74.28322,IAD,70.44448,50.0
96,3.2951574,74.28322,IAD,70.44448,95.0
97,3.7579134,58.877834,IAD,42.38088,85.0
98,4.0726056,76.00786,IAD,71.14511,95.0
99,2.4389966,60.55317,OAD,45.04419,66.0
100,3.0200758,70.43084,IAD,59.665516,17.0
101,2.6990192,59.854256,OAD,66.17172,11.0
102,3.1563582,52.031223,IAD,54.981606,0.0
103,4.436603,58.839928,IAD,59.562733,93.0
104,4.4716754,21.075668,IAD,12.809492,65.0
105,4.972388,25.91433,IAD,45.7749,38.0
106,4.474569,48.824844,IAD,64.99957,85.0
107,5.697873,19.895306,IAD,24.194843,8.0
108,3.2567303,75.9665,IAD,68.99337,83.0
109,1.8491079,63.45087,OAD,66.71027,78.0
110,1.5112091,70.21879,OAD,74.47403,91.0
111,2.6308565,82.46653,OAD,60.081787,89.0
112,4.301283,73.864334,IAD,62.055416,86.0
113,1.752011,66.27108,OAD,65.70719,82.0
114,1.6197945,71.45903,OAD,67.610855,80.0
115,1.9549135,77.292,OAD,77.56399,82.0
116,1.5774282,84.57236,OAD,67.60559,86.0
117,2.0320036,76.680214,OAD,75.983604,95.0
118,0.95510113,73.160515,OAD,65.016266,86.0
119,2.7275305,71.825935,IAD,76.84793,92.0
120,2.142118,83.75434,OAD,80.215355,88.0
121,2.0652559,69.99677,OAD,59.27001,72.0
122,1.0999861,71.60651,OAD,64.482414,81.0
123,1.9566296,75.83719,OAD,66.38251,80.0
124,2.7387893,63.450428,IAD,59.044758,92.0
125,4.2666826,33.468185,IAD,25.686293,0.0
126,1.5557493,72.08304,OAD,69.6376,78.0
127,2.8614523,63.542538,IAD,73.10572,76.0
128,2.2376192,81.351265,OAD,79.54485,77.0
129,3.1779642,55.59115,IAD,63.431553,80.0
130,1.7444631,61.39358,OAD,63.598103,73.0
131,2.7344155,63.068913,IAD,72.144,75.0
132,3.5515354,72.106766,IAD,76.340485,83.0
133,3.7615683,78.056656,IAD,63.22182,83.0
134,3.3085809,78.53039,IAD,75.52197,86.0
135,3.7810724,29.144033,IAD,57.82962,78.0
136,4.375975,14.641896,IAD,65.083336,65.0
137,1.0138271,73.6156,OAD,62.709274,81.0
138,1.851159,76.667854,OAD,68.34479,88.0
139,1.571766,78.637955,OAD,58.955677,78.0
140,4.7952137,69.04598,IAD,80.83096,63.0
141,4.8418593,43.833176,IAD,67.153275,7.0
142,5.5896335,68.72931,IAD,80.58242,75.0
143,3.4908214,77.70293,IAD,74.216415,90.0
144,5.861849,50.76913,IAD,79.866135,65.0
145,5.03044,18.87297,IAD,69.79921,58.0
146,5.1629634,19.894737,IAD,52.907112,45.0
147,4.009263,69.62971,IAD,68.0145,0.0
148,3.204426,69.08916,IAD,80.169876,70.0
149,5.692953,43.957138,IAD,51.97123,0.0
150,2.6507552,75.245575,OAD,61.970215,25.0
151,6.080262,77.87167,IAD,79.10795,80.0
152,6.805166,40.82031,IAD,72.14809,76.0
153,2.5938113,84.3669,OAD,68.353905,67.0
154,7.9809723,44.16876,IAD,75.12818,53.0
155,2.520087,68.61687,OAD,60.201366,78.0
156,3.1032572,79.72443,IAD,73.25841,60.0
157,3.4732249,78.22577,IAD,72.306305,100.0
158,3.3241107,79.133484,IAD,67.36112,84.0
159,3.1717727,82.735275,IAD,56.22907,90.0
160,4.7913876,70.83653,IAD,58.415012,92.0
161,3.5594003,82.37354,IAD,74.889015,99.0
162,2.7017713,81.885506,IAD,73.20712,92.0
163,2.0413866,84.75949,OAD,73.76105,91.0
164,4.0515,72.46681,IAD,66.34958,73.0
165,2.4904308,58.430332,OAD,68.51449,95.0
166,2.5954113,69.05049,OAD,70.51712,85.0
167,3.679051,76.72695,IAD,70.00301,98.0
168,2.803735,92.33716,IAD,73.35261,95.0
169,2.1243734,94.68353,OAD,75.24757,53.0
170,2.124493,95.23023,OAD,76.90343,70.0
171,2.5842922,91.18788,OAD,74.23868,57.0
172,4.3867626,83.08504,IAD,76.51383,73.0
173,2.78305,81.72756,IAD,65.6877,92.0
174,4.0164375,60.96543,IAD,70.910194,96.0
175,4.923852,71.11912,IAD,61.27086,82.0
176,4.404945,76.99399,IAD,80.01149,95.0
177,2.910161,78.097,IAD,68.744354,45.0
178,2.3486729,89.90684,OAD,84.145996,94.0
179,2.3496203,89.56906,OAD,85.01002,64.0
180,7.1519055,82.02911,IAD,70.36913,61.0
181,4.0574813,75.66194,IAD,74.37656,67.0
182,1.9019544,91.73763,OAD,85.24565,65.0
183,1.9029977,90.92184,OAD,87.110115,75.0
184,9.494887,47.018536,IAD,72.94975,75.0
185,3.3956852,82.85851,IAD,81.05877,64.0
186,1.656803,93.03358,OAD,81.83149,80.0
187,6.9951267,48.975266,IAD,69.49867,46.0
188,5.9504786,82.64177,IAD,76.813545,19.0
189,7.4007015,15.909756,IAD,64.57533,8.0
190,2.4693546,90.908455,OAD,84.209854,52.0
191,1.8760523,92.535995,OAD,84.0076,41.0
192,3.6702952,83.52502,IAD,81.48679,28.0
193,2.0130398,91.554665,OAD,81.002335,40.0
194,7.032856,31.287605,IAD,73.73532,11.0
195,2.6002233,94.73541,OAD,76.351814,10.0
196,2.6670864,88.30759,OAD,84.977264,68.0
197,2.1316168,91.428406,OAD,83.49264,95.0
198,5.696447,36.743515,IAD,80.74466,0.0
199,2.1316168,91.428406,OAD,83.49264,91.0
200,2.7946718,93.24056,IAD,80.3811,91.0
201,2.182048,94.3965,OAD,85.962105,87.0
202,1.862202,95.888306,OAD,79.47509,78.0
203,3.3502629,87.22294,IAD,70.6713,89.0
204,3.1775196,80.73178,IAD,71.18086,68.0
205,2.198315,85.48791,OAD,68.09951,60.0
206,3.4453306,86.763336,IAD,67.220695,67.0
207,1.9338584,94.058784,OAD,86.56557,91.0
208,1.9833239,90.73169,OAD,82.83938,90.0
209,2.746117,85.50512,IAD,79.710266,75.0
210,3.0694802,80.065285,IAD,72.339714,87.0
211,3.334597,82.226776,IAD,74.65874,72.0
212,1.9097178,89.07619,OAD,83.735,75.0
213,1.6326915,94.36469,OAD,83.765366,95.0
214,1.7153456,95.39412,OAD,78.176956,92.0
215,2.0454917,88.06327,OAD,86.50923,94.0
216,3.920401,12.359051,IAD,8.318322,86.0
217,4.237162,10.588097,IAD,2.6171389,88.0
218,3.2429874,31.671434,IAD,10.240595,63.0
219,3.1721766,31.045832,IAD,1.2293788,65.0
220,3.1857853,31.59079,IAD,3.1437144,79.0
221,3.1509972,30.889723,IAD,-0.93795437,81.0
222,8.412487,26.189106,IAD,10.686496,58.0
223,7.924829,15.004305,IAD,2.7236722,61.0
224,3.81152,27.574171,IAD,10.1098795,78.0
225,4.236109,25.725176,IAD,4.6035085,79.0
226,4.378105,19.10761,IAD,12.768453,80.0
227,4.946369,15.852325,IAD,7.093956,82.0
228,5.050634,27.044933,IAD,15.088846,86.0
229,5.5354247,19.650017,IAD,9.315828,90.0
230,6.4503684,58.61873,IAD,66.26852,30.0
231,9.569942,47.499325,IAD,55.043064,27.0
232,3.5356133,42.620728,IAD,40.510216,55.0
233,2.1595113,71.736015,OAD,51.719463,93.0
234,3.7673795,13.084355,IAD,60.66713,18.0
235,3.966685,17.375177,IAD,53.078735,24.0
236,4.0055013,45.455833,IAD,50.397686,26.0
237,4.0821233,44.71805,IAD,53.034073,85.0
238,2.7603054,71.68804,IAD,52.399574,49.0
239,1.7288238,71.55638,OAD,48.48627,80.0
240,2.0123196,68.5362,OAD,53.312798,40.0
241,3.2725384,15.11301,IAD,46.17056,90.0
242,4.605084,68.06408,IAD,45.27213,20.0
243,7.191706,24.470037,IAD,45.395042,27.0
244,2.1595113,71.736015,OAD,51.719463,93.0
245,2.0694432,66.67191,OAD,43.9082,0.0
246,2.0089262,74.93358,OAD,86.28884,99.0
247,2.2893627,74.23173,OAD,69.0106,82.0
248,1.9881634,79.65234,OAD,83.77843,84.0
249,4.1897235,72.45886,IAD,71.50721,87.0
250,1.4812287,77.33608,OAD,71.37758,96.0
251,2.7529666,71.851585,IAD,71.90299,85.0
252,2.3479059,79.40827,OAD,78.20115,96.0
253,2.0409439,71.551285,OAD,81.40032,98.0
254,2.665067,75.27404,OAD,72.18277,94.0
255,2.7554278,82.40375,IAD,56.84138,72.0
256,1.4722608,76.260544,OAD,78.65118,99.0
257,2.268146,79.14667,OAD,80.40693,98.0
258,2.2121272,79.28918,OAD,80.929184,98.0
259,1.6671803,76.042534,OAD,74.50782,92.0
260,2.4037728,82.256004,OAD,79.71263,97.0
261,2.0147262,69.92129,OAD,74.268936,86.0
262,1.6820084,71.91516,OAD,75.951294,84.0
263,3.0757685,81.837364,IAD,77.54512,98.0
264,2.2519352,80.85001,OAD,75.51757,88.0
265,2.6662977,70.334114,OAD,82.06924,98.0
266,2.720559,84.18635,IAD,80.857414,94.0
267,2.926914,75.89319,IAD,84.21535,98.0
268,3.9846244,94.07727,IAD,82.20907,90.0
269,2.1570277,75.12633,OAD,74.65954,93.0
270,2.481629,77.69028,OAD,71.31442,94.0
271,1.3088322,75.45195,OAD,77.29043,71.2
272,2.9328432,75.48767,IAD,59.240387,64.0
273,3.6323292,76.17132,IAD,52.985172,52.0
274,2.370661,76.66894,OAD,48.524227,18.0
275,2.6800613,81.16678,OAD,37.036312,0.0
276,2.5929856,73.148445,OAD,42.529743,0.0
277,3.9436831,79.32309,IAD,58.03811,85.0
278,4.1209745,9.676995,IAD,51.5657,0.0
279,0.43940058,0.11022766,OAD,35.383247,42.0
280,0.43940058,0.11022766,OAD,35.383247,24.0
281,3.0173376,14.799404,IAD,33.01414,0.0
282,3.9436831,79.32309,IAD,58.03811,85.0
283,2.5221767,69.98362,OAD,77.67603,87.0
284,2.972871,81.21601,IAD,80.26344,99.0
285,3.1750796,81.61875,IAD,83.66523,98.0
286,2.6349876,82.61067,OAD,77.961845,94.0
287,2.7630353,77.812614,IAD,61.16575,92.0
288,2.8132374,85.83378,IAD,71.121475,88.0
289,2.655512,83.33681,OAD,69.3326,92.0
290,3.2154613,85.914185,IAD,70.164894,94.0
291,2.7723365,71.32412,IAD,78.79643,99.0
292,3.4853992,88.06563,IAD,66.91158,80.0
293,2.2714982,81.241066,OAD,69.882545,98.0
294,3.3480427,72.66152,IAD,82.65507,82.0
295,2.3953695,85.721275,OAD,75.87685,97.0
296,3.109644,90.78223,IAD,78.86154,97.0
297,3.1286952,78.46515,IAD,80.039536,99.0
298,3.022806,90.890236,IAD,77.193306,87.0
299,3.3647194,83.09707,IAD,76.58506,99.0
300,3.5914452,76.75405,IAD,72.35496,85.0
301,2.8077538,90.27327,IAD,80.98121,91.0
302,2.6938195,84.742165,OAD,76.06734,85.0
303,2.337501,80.40351,OAD,76.41689,97.0
304,2.5786872,91.86708,OAD,80.59436,82.0
305,2.4013555,84.30532,OAD,69.09361,49.24
306,2.0546696,89.85092,OAD,72.65159,82.0
307,4.4004126,77.95532,IAD,69.205086,91.0
308,2.4460223,90.24015,OAD,74.96692,80.0
309,3.4435775,82.56284,IAD,62.93678,64.0
310,2.4627397,85.87374,OAD,67.99855,66.0
311,2.221775,69.999596,OAD,47.52416,85.0
312,3.3617,79.603836,IAD,63.617054,64.0
313,3.7218907,64.52671,IAD,52.50368,84.0
314,0.87446904,72.28349,OAD,62.224148,81.0
315,3.259971,63.730152,IAD,52.038063,75.0
316,3.2366297,61.88244,IAD,57.903473,53.0
317,6.3206725,77.18307,IAD,44.376945,68.0
318,3.9115317,83.70063,IAD,43.963554,81.0
319,5.4773936,70.73384,IAD,60.262234,90.0
320,3.5692255,83.22821,IAD,65.54379,96.0
321,3.877039,83.429634,IAD,58.98592,88.0
322,10.453186,69.30525,IAD,63.758205,91.0
323,3.078135,86.82993,IAD,60.2157,96.0
324,2.190805,76.42183,OAD,56.984955,84.0
325,6.068212,63.012222,IAD,56.135937,89.0
326,4.168505,68.42993,IAD,56.188744,93.0
327,3.5889664,40.072502,IAD,56.373814,98.0
328,3.07447,69.15156,IAD,51.150337,77.0
329,5.657604,52.119038,IAD,48.631786,83.0
330,4.221698,48.79844,IAD,46.064137,100.0
331,4.7592144,45.054806,IAD,54.6294,84.0
332,3.287349,37.077515,IAD,48.168068,99.0
333,4.2968483,43.78609,IAD,51.89564,94.0
334,5.848558,34.62646,IAD,46.17661,89.0
335,5.8081427,46.875137,IAD,54.648087,89.0
336,3.3969486,48.881477,IAD,54.335625,86.0
337,4.726047,55.146343,IAD,53.56015,81.0
338,4.3992605,39.288822,IAD,56.3975,21.0
339,4.941943,10.765237,IAD,15.487319,0.0
340,3.9879673,6.440415,IAD,14.82095,5.0
341,4.501536,58.63634,IAD,68.95934,97.0
342,2.9439256,61.847424,IAD,60.24317,97.0
343,4.028416,44.28408,IAD,54.972355,94.0
344,3.5694838,65.18684,IAD,54.203304,81.0
345,2.2509563,73.87448,OAD,45.278316,59.0
346,4.353194,43.798985,IAD,36.09168,77.0
347,7.9025993,53.031544,IAD,37.79047,66.0
348,8.340525,52.791477,IAD,58.25805,82.0
349,7.4356847,27.826384,IAD,59.92612,81.0
350,3.78349,15.58509,IAD,50.910564,90.0
351,5.7661667,21.049,IAD,53.98979,90.0
352,5.676422,22.56056,IAD,57.398834,97.0
353,5.95902,34.432564,IAD,57.69966,82.0
354,3.9471185,13.114188,IAD,36.298183,51.0
355,6.54389,24.140549,IAD,41.0263,2.5
356,4.5545883,76.05084,IAD,64.39786,91.0
357,2.7682002,59.328033,IAD,59.410107,91.0
358,2.4652908,91.77063,OAD,75.52723,93.0
359,6.6128497,84.544266,IAD,69.655334,97.0
360,6.8691497,50.742256,IAD,68.896545,93.0
361,1.6039748,94.34145,OAD,61.934258,72.0
362,5.412907,75.249756,IAD,75.86271,93.0
363,5.8334804,29.910055,IAD,63.353664,22.0
364,5.5300164,43.47084,IAD,37.112,95.0
365,7.0397835,52.06593,IAD,43.90678,81.0
366,9.424891,59.98652,IAD,50.020336,62.0
367,6.476822,83.27192,IAD,72.53751,96.0
368,3.9110162,68.329285,IAD,73.618835,94.0
369,5.1096425,83.37696,IAD,46.7758,71.0
370,5.358986,78.51629,IAD,70.5847,99.0
371,2.9972398,53.24556,IAD,66.09849,75.0
372,2.6924443,92.78309,OAD,68.44347,85.0
373,2.2226522,94.43943,OAD,65.70254,88.0
374,2.6950834,91.82127,OAD,60.549065,93.0
375,4.932975,82.277145,IAD,67.47133,90.0
376,3.008082,92.5507,IAD,44.783424,79.0
377,2.9184403,93.21828,IAD,54.091125,75.0
378,4.7031817,85.85167,IAD,47.31344,93.0
379,7.7868853,77.666466,IAD,61.554325,33.0
380,1.9310606,95.32198,OAD,67.24751,84.0
381,6.2646174,86.607925,IAD,70.60674,2.5
382,3.072546,90.863815,IAD,70.96697,46.0
383,2.427119,93.61273,OAD,67.89356,80.0
384,6.4972234,22.547396,IAD,55.85958,39.0
385,2.7633555,43.45671,IAD,54.43708,46.0
386,3.6074715,24.814932,IAD,54.03206,35.0
387,4.767599,53.673107,IAD,59.739273,57.0
388,4.919229,26.707317,IAD,43.648613,30.0
389,7.618249,43.300835,IAD,62.054867,51.0
390,5.637711,58.45542,IAD,65.24727,65.0
391,6.011528,38.306675,IAD,57.49819,53.0
392,5.0580544,33.768497,IAD,71.48155,70.0
393,2.8962603,5.9116445,IAD,44.278484,57.0
394,4.6615214,27.41528,IAD,48.04648,59.0
395,3.7046456,65.33479,IAD,71.87206,95.0
396,3.9534976,67.28578,IAD,68.714874,87.0
397,5.776914,23.429344,IAD,54.5341,91.0
398,2.830798,48.15044,IAD,64.853874,87.0
399,5.008733,40.875046,IAD,63.02369,77.0
400,3.5874786,55.061565,IAD,46.040596,90.0
401,2.7629135,61.052235,IAD,44.918,83.0
402,2.8543055,62.080414,IAD,43.05626,86.0
403,2.8526657,53.007187,IAD,60.474117,84.0
404,4.230516,69.317535,IAD,62.820793,85.0
405,2.7670002,53.480343,IAD,68.09326,82.0
406,3.723768,42.68058,IAD,58.610424,80.0
407,2.2321908,62.36875,OAD,70.529945,89.0
408,3.1357613,70.347404,IAD,72.9983,75.0
409,2.6703699,67.61666,OAD,70.36788,82.0
410,3.0011885,77.52001,IAD,73.92619,91.0
411,3.923783,42.136375,IAD,68.41233,98.0
412,2.173463,82.78463,OAD,73.756645,71.0
413,2.587362,86.79793,OAD,69.483284,89.0
414,2.0584955,91.19751,OAD,81.72214,94.0
415,8.163451,36.77262,IAD,47.69892,84.0
416,4.160618,83.74854,IAD,82.86226,96.0
417,3.6150556,83.958176,IAD,81.049416,95.0
418,3.5673747,48.001797,IAD,78.23689,87.0
419,2.6001413,90.48159,OAD,66.91387,86.0
420,3.815838,54.888206,IAD,74.28414,85.0
421,3.1714125,74.81522,IAD,81.417656,89.0
422,3.3984997,49.978992,IAD,60.934734,74.0
423,3.3701026,77.37852,IAD,63.85913,77.0
424,3.3135762,87.008766,IAD,71.028,82.0
425,5.872792,66.317825,IAD,66.88452,84.0
426,5.872792,66.317825,IAD,66.88452,56.0
427,5.872792,66.317825,IAD,66.88452,51.0
428,3.9842613,45.72588,IAD,46.746334,39.0
429,5.7018666,71.28133,IAD,39.57749,33.0
430,3.0314162,50.124306,IAD,28.696789,32.0
431,3.838589,64.62112,IAD,74.42231,98.0
432,3.5268211,42.40403,IAD,69.552444,96.0
433,4.0103865,30.414167,IAD,70.10618,93.0
434,3.0020595,80.773575,IAD,74.68903,96.0
435,3.0034018,56.841084,IAD,80.65158,94.0
436,4.1532807,31.494066,IAD,71.9494,96.0
437,4.961421,40.61041,IAD,44.696007,71.0
438,3.5759823,41.88954,IAD,71.29223,93.0
439,4.8168464,49.53088,IAD,70.88402,83.0
440,4.3381205,75.501205,IAD,84.23744,97.0
441,3.8636923,59.358818,IAD,81.29268,95.0
442,5.0656137,72.772514,IAD,75.51209,83.0
443,3.4069028,85.39257,IAD,88.5664,95.0
444,1.4100806,92.44293,OAD,88.80941,93.0
445,2.5592096,78.42406,OAD,86.34135,92.0
446,2.7521548,71.47003,IAD,90.414536,96.0
447,5.768704,80.246506,IAD,77.549065,91.0
448,3.5315907,51.487965,IAD,69.50558,89.0
449,3.7486534,67.35029,IAD,71.99186,60.0
450,4.737963,36.13891,IAD,57.461857,20.0
451,6.0814176,51.27499,IAD,56.799892,69.0
452,3.2829762,66.68684,IAD,66.840614,73.0
453,3.4975963,64.51274,IAD,62.396763,77.0
454,3.9146922,59.20654,IAD,66.685776,81.0
455,3.0960183,67.08376,IAD,60.096817,75.0
456,2.7142298,58.424572,IAD,55.163513,73.0
457,2.9062521,61.47838,IAD,62.764755,78.0
458,3.9290373,75.8098,IAD,53.77155,85.0
459,3.3527381,75.23736,IAD,60.98421,79.0
460,3.7050369,74.1159,IAD,62.87553,82.0
461,2.9824493,77.75256,IAD,62.27684,71.0
462,4.8420014,85.57107,IAD,57.919685,74.0
463,13.478371,50.649315,IAD,69.32226,41.0
464,3.1700823,70.8825,IAD,62.9952,25.0
465,2.828982,68.66015,IAD,62.298553,70.0
466,3.0509398,60.939663,IAD,62.08488,20.0
467,2.920414,59.32794,IAD,62.486904,70.0
468,3.4707153,64.71032,IAD,64.49096,24.0
469,3.2949836,61.586952,IAD,62.339333,70.0
470,2.7101345,64.70086,IAD,27.009285,50.0
471,5.4731107,38.89823,IAD,32.629684,98.0
472,5.7179003,60.18494,IAD,54.426937,11.0
473,4.855493,54.866703,IAD,59.169765,10.0
474,5.158528,23.758205,IAD,19.58266,90.0
475,8.90864,59.55389,IAD,64.3564,11.0
476,3.3515537,87.14573,IAD,78.90002,26.0
477,5.2480807,42.64057,IAD,24.248243,18.0
478,5.2833576,25.312532,IAD,25.330729,15.0
479,6.8238835,29.466936,IAD,29.847624,10.0
480,5.412919,27.496798,IAD,30.518621,85.0
481,4.5488462,15.531762,IAD,25.792168,90.0
482,5.952925,22.732811,IAD,46.267796,79.0
483,4.3456993,17.901945,IAD,40.0385,50.0
484,4.428872,57.228603,IAD,44.659927,65.0
485,5.4731107,38.89823,IAD,32.629684,98.0
486,5.180803,62.74395,IAD,34.73049,92.0
487,5.661575,50.692223,IAD,38.213825,92.0
488,6.327733,50.194088,IAD,34.297466,78.0
489,6.6954565,36.62586,IAD,40.886055,89.0
490,5.4419494,46.215973,IAD,42.869812,90.0
491,5.915598,50.459606,IAD,34.057278,89.0
492,4.62989,71.05437,IAD,37.97646,90.0
493,3.9114807,83.49527,IAD,44.988354,91.0
494,2.9604766,86.16437,IAD,23.152142,91.0
495,5.4657984,30.108744,IAD,40.482407,85.0
496,7.024553,40.379055,IAD,38.349598,84.0
497,5.831306,29.892202,IAD,42.663544,89.0
498,6.9936523,40.06808,IAD,41.409172,87.0
499,3.48406,74.285965,IAD,22.98112,85.0
500,5.639959,25.244997,IAD,47.98367,86.0
501,3.2238014,62.01617,IAD,39.94539,68.0
502,3.2064888,61.62327,IAD,46.181877,60.0
503,4.803657,52.62716,IAD,46.49064,70.0
504,5.167871,46.330227,IAD,54.130814,65.0
505,3.3870668,61.106888,IAD,46.36787,65.0
506,3.3198323,60.36387,IAD,49.332737,50.0
507,3.7163498,63.112694,IAD,48.609913,67.0
508,3.285261,60.560074,IAD,52.11476,60.0
509,7.897724,54.636814,IAD,37.38988,82.0
510,5.8441,63.67899,IAD,39.49776,81.0
511,5.8617477,27.79312,IAD,30.555387,81.0
512,6.450812,42.621708,IAD,29.068752,65.0
513,5.7017183,58.37625,IAD,39.75179,68.0
514,3.654278,59.81921,IAD,38.30998,51.0
515,5.0554686,54.521294,IAD,25.751896,52.0
516,4.9908876,66.30718,IAD,37.707596,70.0
517,4.2614026,22.396,IAD,31.519577,58.0
518,6.1603713,39.13818,IAD,24.829294,80.0
519,4.5185637,53.909927,IAD,30.909029,80.0
520,6.113678,29.574821,IAD,29.021145,60.0
521,6.0231233,32.081066,IAD,27.39528,60.0
522,4.867434,51.213726,IAD,24.394032,60.0
523,1.7557979,41.75135,OAD,56.84272,28.0
524,3.6250508,26.140934,IAD,66.86387,30.0
525,3.6030927,27.176947,IAD,64.86377,33.0
526,2.7288222,41.044666,IAD,55.536617,17.0
527,2.1461036,54.22389,OAD,58.589993,7.0
528,2.8487518,34.971397,IAD,64.468025,48.0
529,2.4785535,32.42105,OAD,55.790543,35.0
530,3.105171,11.338029,IAD,53.850132,40.0
531,2.9180443,36.822693,IAD,67.1903,53.0
532,2.9693656,29.314411,IAD,53.17628,41.0
533,2.9180443,36.822693,IAD,67.1903,67.0
534,2.9180443,36.822693,IAD,67.1903,82.0
535,2.9045637,36.03724,IAD,70.2356,82.0
536,3.4141343,78.42003,IAD,71.36889,92.0
537,3.190553,74.63276,IAD,73.44255,82.0
538,2.6419003,58.18561,OAD,64.963585,75.0
539,3.9757366,60.267464,IAD,65.95511,92.0
540,3.7799327,47.405308,IAD,65.548836,87.0
541,3.4010823,36.902527,IAD,61.825645,77.0
542,3.6058688,25.597136,IAD,59.207623,84.0
