idx,density,log_density,AD_type,y_pred,y_true
171,1.9596818818180893e-84,-192.74436565662518,OAD,76.728516,57.0
172,4.843411390887863e-87,-198.74728378520336,OAD,66.96888,73.0
173,2.762994489820266e-82,-187.7956625738467,OAD,82.818954,92.0
174,3.2154738350531246e-77,-176.1310774311135,OAD,84.00495,96.0
175,1.3080602676003331e-77,-177.03050683242094,OAD,96.22182,82.0
176,1.3860800250927076e-78,-179.2751576162725,OAD,70.942924,95.0
177,1.3925878059864896e-77,-176.96788841334646,OAD,97.18535,45.0
178,5.2107062235427046e-76,-173.34575166942477,IAD,68.55567,94.0
179,1.7001393896682296e-76,-174.46575682592413,IAD,75.86415,64.0
180,2.2000152497860643e-78,-178.81317296147438,OAD,73.136314,61.0
181,1.0507724748237684e-84,-193.36762222750951,OAD,70.25165,67.0
182,6.3523111422007085e-77,-175.4502334544524,IAD,64.92174,65.0
183,1.1894682128453602e-76,-174.82296074026652,IAD,65.78373,75.0
184,1.274260762987665e-78,-179.35927103680572,OAD,57.397186,75.0
185,7.225787559029992e-78,-177.62398102076762,OAD,44.86067,64.0
186,1.2062115445784618e-78,-179.4141527605149,OAD,41.294487,80.0
187,8.948297307380897e-79,-179.7127590773271,OAD,37.780598,46.0
188,6.386979257359719e-78,-177.7473758265957,OAD,51.908455,19.0
189,7.735829681757995e-97,-221.30489127883257,OAD,53.30138,8.0
190,9.556850787601506e-80,-181.9495491822524,OAD,39.03868,52.0
191,6.583919828855608e-78,-177.7170069668972,OAD,44.09749,41.0
192,6.587797085758101e-78,-177.71641824227768,OAD,55.322754,28.0
193,3.828396757376915e-79,-180.56177623218207,OAD,42.358063,40.0
194,2.2046290305124486e-78,-178.81107799892112,OAD,42.339333,11.0
195,1.2767429882821044e-78,-179.35732495885378,OAD,30.73215,10.0
196,1.0128893847411913e-74,-170.37848985796964,IAD,78.64196,68.0
197,8.94413889070051e-77,-175.10805371532487,IAD,78.108635,95.0
198,1.6767030744721355e-82,-188.29514821590706,OAD,61.677723,0.0
199,5.586045368459636e-75,-170.97361038524824,IAD,79.81098,91.0
200,2.367031502286793e-86,-197.16068135809374,OAD,77.47025,91.0
201,2.168705693432851e-87,-199.55077255551868,OAD,88.598015,87.0
202,1.246031902668166e-90,-207.01269434535908,OAD,86.761406,78.0
203,6.167559157819607e-78,-177.78233409229645,OAD,69.688896,89.0
204,5.1594505478699514e-79,-180.2633922556768,OAD,78.00668,68.0
205,4.957307341525506e-78,-178.00077453490098,OAD,64.91555,60.0
206,9.375170979287316e-83,-188.87649790902498,OAD,73.15897,67.0
207,4.092301973906333e-81,-185.10028489098633,OAD,91.72507,91.0
208,5.468030044767974e-80,-182.50788902602307,OAD,82.63281,90.0
209,1.2995775291547458e-79,-181.64218311245205,OAD,84.81887,75.0
210,4.53802495501389e-79,-180.39173046106546,OAD,76.66799,87.0
211,5.960736549961557e-80,-182.42161338387373,OAD,82.64521,72.0
212,1.5445151174129186e-84,-192.98243779027035,OAD,78.37143,75.0
213,3.990002425032515e-79,-180.52043050785045,OAD,92.3052,95.0
214,6.206215538362863e-80,-182.38125614345878,OAD,90.290825,92.0
215,3.6444217418616395e-87,-199.03170538181473,OAD,91.2009,94.0
216,1.0930839344164544e-75,-172.60487897561168,IAD,79.50817,86.0
217,2.489574357922813e-75,-171.78177021928207,IAD,80.01238,88.0
218,2.536087156974621e-75,-171.7632595706768,IAD,69.469345,63.0
219,1.3019242065103883e-75,-172.43003864558716,IAD,67.371994,65.0
220,2.554839912722059e-75,-171.75589240932962,IAD,81.10456,79.0
221,1.2975976458011496e-75,-172.43336738444768,IAD,78.116615,81.0
222,2.489560623880053e-75,-171.78177573592012,IAD,63.997234,58.0
223,1.985904904416068e-77,-176.61297747903774,IAD,53.480255,61.0
224,6.520736402404816e-93,-212.2654263337314,OAD,68.13191,78.0
225,5.55066794200961e-93,-212.42649537801773,OAD,70.48369,79.0
226,1.5994961762160372e-76,-174.52677837775494,IAD,80.949005,80.0
227,1.574017993720085e-75,-172.24025039278106,IAD,81.33954,82.0
228,1.5740274096942502e-75,-172.24024441067283,IAD,86.661064,86.0
229,3.555305158834132e-75,-171.4254410756477,IAD,83.5486,90.0
230,1.8600440313786107e-77,-176.6784520003124,OAD,52.273422,30.0
231,4.568461646383947e-79,-180.38504581834002,OAD,39.096306,27.0
232,3.551312875062333e-86,-196.7550006384074,OAD,47.793034,55.0
233,2.044518858065386e-75,-171.97871948997033,IAD,81.56537,93.0
234,1.0476747309442495e-81,-186.46281936603037,OAD,33.264652,18.0
235,9.063733539614066e-81,-184.30511140688364,OAD,37.145443,24.0
236,5.776716246654486e-78,-177.8478018557107,OAD,47.41884,26.0
237,5.357998992006091e-79,-180.22563176353597,OAD,81.799576,85.0
238,5.328418852816183e-77,-175.62599761687676,IAD,71.56917,49.0
239,1.779472758017308e-77,-176.72273504347547,OAD,56.34969,80.0
240,5.272579088509811e-77,-175.6365325270917,IAD,44.95255,40.0
241,1.2765791564698325e-83,-190.8703787521768,OAD,55.985912,90.0
242,3.71529589378114e-83,-189.80210439511453,OAD,37.734566,20.0
243,6.06011814104468e-80,-182.40507814441057,OAD,20.633158,27.0
244,1.7093415259854056e-75,-172.15777375072147,IAD,76.35407,93.0
245,2.2025203922958885e-76,-174.206864730058,IAD,65.70645,0.0
246,2.0344351753149332e-82,-188.10175940027054,OAD,95.09224,99.0
247,6.321089734296232e-90,-205.38876674985636,OAD,90.25187,82.0
248,6.872080734641458e-89,-203.00260634351,OAD,92.74212,84.0
249,6.385842538692255e-84,-191.56306437477835,OAD,87.15783,87.0
250,1.388451535725557e-97,-223.0225648973176,OAD,82.015564,96.0
251,9.835920953120345e-80,-181.92076635168834,OAD,82.791306,85.0
252,7.754938040889885e-88,-200.57915837644876,OAD,91.32044,96.0
253,1.0775604489924663e-82,-188.7372779829365,OAD,94.29618,98.0
254,5.356847531713598e-82,-187.13360197052373,OAD,84.14068,94.0
255,1.98170607603284e-83,-190.4306045902485,OAD,75.29261,72.0
256,5.598698262225268e-80,-182.48427332197804,OAD,90.07998,99.0
257,7.679379817072975e-82,-186.77343883459815,OAD,90.11195,98.0
258,1.0430137552641986e-81,-186.46727816841326,OAD,98.4785,98.0
259,1.1534838904178707e-81,-186.36660569981115,OAD,88.91842,92.0
260,2.954039478078131e-84,-192.33397426320164,OAD,93.09142,97.0
261,3.712880821002756e-84,-192.1053397345839,OAD,90.563675,86.0
262,1.5012712703729114e-83,-190.70825045575253,OAD,91.90059,84.0
263,1.810239595961805e-82,-188.21851841553504,OAD,91.0515,98.0
264,5.420874474647375e-81,-184.81913538789453,OAD,92.102005,88.0
265,7.732824857988064e-86,-195.9768437607677,OAD,92.534,98.0
266,6.349987519818338e-81,-184.66093968499797,OAD,92.39518,94.0
267,3.220968635297915e-86,-196.8526358647529,OAD,90.08698,98.0
268,1.9742836322426727e-91,-208.85503784775491,OAD,84.24039,90.0
269,9.497603772672097e-78,-177.3505977212011,OAD,94.11964,93.0
270,6.418172966544657e-78,-177.74250376098595,OAD,88.58493,94.0
271,4.411325918661692e-90,-205.74848306336702,OAD,87.92174,71.2
272,2.0314502600128324e-76,-174.2877171157664,IAD,74.12041,64.0
273,5.007852401947335e-76,-173.3854599066386,IAD,44.45134,52.0
274,6.772619080385564e-76,-173.0835791897961,IAD,39.46743,18.0
275,3.660635854860383e-83,-189.8169258553458,OAD,28.035406,0.0
276,1.0018865164974715e-76,-174.9945823282874,IAD,32.243355,0.0
277,1.6292775318470504e-75,-172.20574528998677,IAD,70.47268,85.0
278,2.790756239407329e-80,-183.18049482686774,OAD,29.152184,0.0
279,1.9541094341538748e-75,-172.0239474173046,IAD,24.093891,42.0
280,3.1201180795649894e-77,-176.16118131342185,IAD,39.131657,24.0
281,1.2650363566916934e-87,-200.08980222824775,OAD,40.643604,0.0
282,1.7737024124036086e-76,-174.42339794722224,IAD,73.639435,85.0
283,1.2516783736045226e-82,-188.58749227592799,OAD,90.9653,87.0
284,2.594120406053456e-82,-187.8587301235577,OAD,95.35511,99.0
285,1.5779475638837978e-83,-190.65843772611217,OAD,90.07582,98.0
286,5.1784759294001493e-82,-187.1674668346557,OAD,91.230515,94.0
287,1.5619217957553029e-81,-186.06347554909155,OAD,82.57199,92.0
288,3.364947735006244e-82,-187.59856519448033,OAD,87.78815,88.0
289,7.247785856213296e-82,-186.83128160243197,OAD,90.55149,92.0
290,4.280200065469842e-81,-185.05539277974782,OAD,93.15038,94.0
291,6.678025811708601e-82,-186.91315521881228,OAD,99.5422,99.0
292,2.2058995254772808e-81,-185.71825715874482,OAD,78.748,80.0
293,9.225284051460416e-82,-186.59002964457298,OAD,89.201904,98.0
294,3.1031498362649983e-82,-187.67955995366216,OAD,95.2301,82.0
295,2.6059547117711347e-82,-187.85417852540556,OAD,90.97439,97.0
296,1.0606486714648188e-78,-179.54275657836712,OAD,93.392586,97.0
297,8.153938023439219e-83,-189.01606171489317,OAD,87.89898,99.0
298,2.7475986363980733e-81,-185.4986652254486,OAD,87.16313,87.0
299,5.362185061023451e-86,-196.34294644483754,OAD,87.20417,99.0
300,6.156495533558212e-85,-193.90222519572728,OAD,89.35153,85.0
301,1.0488568877540546e-84,-193.3694469187006,OAD,100.83517,91.0
302,8.374687877589634e-83,-188.98934890983665,OAD,89.71729,85.0
303,5.279842215072894e-79,-180.24032613276688,OAD,93.935394,97.0
304,3.1039577803816334e-87,-199.19222508993468,OAD,85.23231,82.0
305,3.1532542534239656e-91,-208.3868084465723,OAD,83.00816,49.24
306,1.6282701488215625e-75,-172.20636378165986,IAD,81.467384,82.0
307,1.6282701457369802e-75,-172.20636378355425,IAD,85.909645,91.0
308,1.954041432296465e-75,-172.02398221732116,IAD,81.446396,80.0
309,1.0443802869012796e-74,-170.34787319894133,IAD,66.2934,64.0
310,4.754151725242921e-75,-171.13486369084433,IAD,68.033905,66.0
311,1.6390414536410144e-75,-172.19977038307923,IAD,80.08825,85.0
312,3.594242601231185e-75,-171.41454868673642,IAD,65.02341,64.0
313,1.7741448089479137e-76,-174.42314855849776,IAD,81.98275,84.0
314,3.5973769779057365e-75,-171.41367701191032,IAD,82.47067,81.0
315,1.9545916603007137e-75,-172.02370067234375,IAD,74.60199,75.0
316,1.6058081672815053e-78,-179.12801009266627,OAD,58.295776,53.0
317,1.6152107919741246e-75,-172.21441650504977,IAD,77.20593,68.0
318,1.9355668509900695e-75,-172.03348174472396,IAD,68.02363,81.0
319,9.376238721959761e-82,-186.57379893204134,OAD,81.54002,90.0
320,5.858473691315297e-81,-184.74150342508784,OAD,85.791,96.0
321,3.82874292133805e-82,-187.46944109516662,OAD,82.63458,88.0
322,2.0776606573331817e-82,-188.08073504870458,OAD,82.99602,91.0
323,7.390851770310329e-89,-202.9298302882993,OAD,90.1997,96.0
324,3.935486705841762e-90,-205.86262380887942,OAD,83.38499,84.0
325,1.3651561193012977e-82,-188.50070883030043,OAD,78.93757,89.0
326,1.3627428445197331e-78,-179.2921377873523,OAD,93.56787,93.0
327,9.06653725507796e-85,-193.5151424932989,OAD,79.32933,98.0
328,3.223561353611184e-75,-171.5233952157378,IAD,70.32155,77.0
329,1.481842960601348e-75,-172.30059541780068,IAD,67.35263,83.0
330,2.652564138407502e-78,-178.62611048196092,OAD,60.566013,100.0
331,3.4849681159169374e-85,-194.47127400927104,OAD,81.52741,84.0
332,3.903925076199186e-80,-182.8448249627043,OAD,79.23892,99.0
333,4.386485014318291e-89,-203.45154505020824,OAD,83.854515,94.0
334,3.1365583718000687e-83,-189.97143657963488,OAD,82.11775,89.0
335,1.1559501352333994e-89,-204.7851506427615,OAD,89.96348,89.0
336,1.1504045995853418e-84,-193.27703410527445,OAD,69.7823,86.0
337,7.251892973155303e-92,-209.85656602092067,OAD,85.75028,81.0
338,7.826399295287974e-81,-184.45188998839956,OAD,73.33083,21.0
339,7.029317126710998e-80,-182.25671787544465,OAD,41.475063,0.0
340,3.145848453066661e-82,-187.66589399334342,OAD,19.672382,5.0
341,1.138063290368257e-82,-188.68264967591625,OAD,91.89321,97.0
342,1.1760326297417632e-85,-195.55758630902332,OAD,88.61875,97.0
343,6.75579451919956e-84,-191.5067472275817,OAD,92.64818,94.0
344,2.619810285797205e-86,-197.05921609233772,OAD,76.86857,81.0
345,9.125306837798154e-91,-207.32419193749487,OAD,73.396416,59.0
346,5.812629428373397e-90,-205.4726253315515,OAD,58.44656,77.0
347,1.7730354801002042e-76,-174.4237740293188,IAD,59.685688,66.0
348,3.278067329041753e-75,-171.50662795477166,IAD,84.34857,82.0
349,5.539339389456489e-79,-180.19234709666094,OAD,91.827774,81.0
350,4.9957868708555146e-77,-175.690457229145,IAD,72.13505,90.0
351,1.695972653264018e-78,-179.07338084055056,OAD,75.024925,90.0
352,3.9159141421860685e-78,-178.23658845398353,OAD,87.483215,97.0
353,2.2349856995012304e-81,-185.7051577029061,OAD,83.17963,82.0
354,1.7290990883148462e-79,-181.35662183186108,OAD,52.519352,51.0
355,1.388773575356339e-81,-186.18097149473593,OAD,59.89049,2.5
356,1.31216679390782e-76,-174.72478725560293,IAD,62.316452,91.0
357,1.2886755795852264e-83,-190.86094771002377,OAD,68.88143,91.0
358,3.6261055864196363e-75,-171.40572274338945,IAD,94.740326,93.0
359,4.015876391178958e-77,-175.90879655771468,IAD,89.3092,97.0
360,3.0983870429061906e-83,-189.9836810511622,OAD,67.08582,93.0
361,1.55956307372321e-85,-195.2753272034091,OAD,84.22257,72.0
362,1.2983847808952602e-85,-195.45861188877436,OAD,88.856804,93.0
363,6.482068763365164e-77,-175.4300124475222,IAD,81.66854,22.0
364,5.83463469573312e-81,-184.74558087444026,OAD,50.670074,95.0
365,2.096348871389853e-84,-192.6769506126179,OAD,54.40485,81.0
366,2.743446837794841e-79,-180.89500724671282,OAD,71.31044,62.0
367,8.961902122817542e-83,-188.92158022355636,OAD,88.8034,96.0
368,5.146922350191833e-84,-191.77874887736388,OAD,90.87149,94.0
369,6.521020076482665e-84,-191.54211699435058,OAD,81.19402,71.0
370,1.1914567877981849e-85,-195.54455615465474,OAD,88.234955,99.0
371,8.62006100882209e-87,-198.17081092824185,OAD,70.3782,75.0
372,2.125668891195434e-81,-185.75530600734447,OAD,58.864876,85.0
373,4.38039310489157e-83,-189.63742424816948,OAD,79.54354,88.0
374,6.432045928289182e-86,-196.16102532504453,OAD,85.85088,93.0
375,3.70709567499323e-88,-201.31723945036256,OAD,86.45234,90.0
376,7.769030754885322e-84,-191.3670023968722,OAD,69.84388,79.0
377,7.047984038173685e-82,-186.85923600161175,OAD,82.84865,75.0
378,4.7797820384371437e-82,-187.24758267870135,OAD,50.26591,93.0
379,4.008861335405041e-82,-187.42347038077457,OAD,69.79324,33.0
380,5.12025799123366e-80,-182.5736026128289,OAD,69.202324,84.0
381,1.8964562788308856e-75,-172.05389494628116,IAD,48.503357,2.5
382,3.492473814370405e-75,-171.44327166010746,IAD,21.37902,46.0
383,9.515876844013688e-84,-191.16418616113387,OAD,81.06521,80.0
384,1.3248160563837856e-86,-197.7410443730576,OAD,46.28293,39.0
385,1.3897231805012563e-78,-179.27253267694462,IAD,47.510326,46.0
386,4.516580644937618e-77,-175.79129694746655,IAD,41.362293,35.0
387,7.14193361310708e-77,-175.3330686066929,IAD,44.476044,57.0
388,1.4276378244750417e-79,-181.5482011390975,OAD,34.71954,30.0
389,4.04186205086588e-79,-180.50751685706035,OAD,67.94871,51.0
390,1.8693626995525606e-78,-178.9760396831337,OAD,59.390366,65.0
391,1.5481819692054478e-85,-195.28265158506863,OAD,60.599705,53.0
392,3.2138859284260623e-83,-189.9470819439093,OAD,72.06158,70.0
393,1.0802829802109595e-81,-186.43216950698863,OAD,46.816666,57.0
