idx,metrics,predict,AD_type,y_pred,y_true
71,3.9166937,68.11191,IAD,52.800102,90.0
72,2.5473578,70.800224,IAD,57.066017,83.0
73,2.02832,73.54802,IAD,59.79353,88.0
74,2.2597835,73.613464,IAD,63.789352,92.0
75,4.184022,61.45514,IAD,55.46233,89.0
76,2.8097682,75.094284,IAD,56.049282,93.0
77,3.3002112,73.476036,IAD,51.699345,86.0
78,2.939979,74.34676,IAD,41.56948,71.0
79,5.5461593,63.000362,IAD,55.548622,78.0
80,3.039315,74.39998,IAD,57.78488,83.0
81,3.210079,74.58406,IAD,52.66015,80.0
82,2.4416354,71.88034,IAD,54.14326,76.0
83,7.567826,35.62422,IAD,51.497074,75.0
84,9.226367,13.267862,IAD,49.73403,71.0
85,7.567826,35.62422,IAD,51.497074,72.0
86,4.243057,63.654434,IAD,64.7111,95.0
87,3.5861635,66.20265,IAD,68.43697,93.0
88,6.867598,45.048546,IAD,65.35015,92.0
89,6.5451064,51.85434,IAD,57.893375,90.0
90,4.1516604,51.115807,IAD,65.45242,93.0
91,6.4246516,46.54999,IAD,59.104862,91.0
92,4.2913265,52.08763,IAD,60.027893,94.0
93,4.5341024,52.9805,IAD,61.771034,91.0
94,6.5216513,68.275,IAD,74.04172,5.0
95,6.5216513,68.275,IAD,74.04172,50.0
96,6.5216513,68.275,IAD,74.04172,95.0
97,6.522155,42.81065,IAD,67.03874,85.0
98,7.356337,70.48049,IAD,76.02675,95.0
99,6.264403,37.79402,IAD,44.511826,66.0
100,3.6064546,80.16934,IAD,59.595726,17.0
101,3.4876537,87.38347,IAD,64.847565,11.0
102,6.760139,65.13253,IAD,62.241146,0.0
103,3.1574187,90.594124,IAD,72.320854,93.0
104,3.7714531,14.403033,IAD,33.339016,65.0
105,5.1255593,22.102316,IAD,52.261242,38.0
106,9.159923,42.575,IAD,71.05,85.0
107,3.2333062,6.080494,IAD,37.05094,8.0
108,5.4042616,81.80693,IAD,78.69457,83.0
109,4.5364833,69.32939,IAD,72.05205,78.0
110,2.2300951,85.527855,IAD,90.102974,91.0
111,4.6561503,74.92133,IAD,78.5673,89.0
112,9.181268,49.317894,IAD,58.327953,86.0
113,4.6780367,69.06253,IAD,71.073425,82.0
114,6.36768,71.737114,IAD,72.39569,80.0
115,4.0656147,78.3709,IAD,79.84014,82.0
116,2.5294914,82.2256,IAD,62.96813,86.0
117,2.661804,78.83228,IAD,82.01017,95.0
118,2.0623276,73.89198,IAD,77.13615,86.0
119,4.2129726,81.99268,IAD,87.3638,92.0
120,2.0235856,90.91909,IAD,89.60073,88.0
121,3.774932,79.393555,IAD,75.46073,72.0
122,2.5632641,73.53325,IAD,70.165115,81.0
123,2.2288072,86.04962,IAD,71.726875,80.0
124,6.922654,40.57005,IAD,59.300552,92.0
125,3.9023361,13.666031,IAD,14.601631,0.0
126,2.477013,75.42279,IAD,83.71592,78.0
127,4.486257,84.62573,IAD,78.9985,76.0
128,4.7409763,80.51473,IAD,86.289055,77.0
129,4.5207977,57.444996,IAD,78.169945,80.0
130,3.9203737,65.54475,IAD,76.24014,73.0
131,3.0446332,71.38729,IAD,83.64589,75.0
132,5.3210864,58.405273,IAD,75.78684,83.0
133,2.8909292,61.09889,IAD,77.38249,83.0
134,2.4465969,87.72686,IAD,87.915306,86.0
135,5.794884,55.75354,IAD,55.31196,78.0
136,7.1199613,37.390045,IAD,54.27612,65.0
137,1.432767,74.70701,IAD,72.54931,81.0
138,1.882158,73.59836,IAD,76.79117,88.0
139,2.157208,81.0567,IAD,61.270935,78.0
140,2.7651575,69.462036,IAD,59.225174,63.0
141,3.4159188,55.77773,IAD,47.666508,7.0
142,9.004749,62.383904,IAD,60.00498,75.0
143,4.9072886,52.085323,IAD,49.494816,90.0
144,3.6738353,54.442497,IAD,56.619186,65.0
145,3.726198,43.712517,IAD,48.661713,58.0
146,4.05786,15.0277,IAD,44.44309,45.0
147,3.088411,7.041976,IAD,40.844215,0.0
148,3.4642727,63.061153,IAD,59.67603,70.0
149,2.3938556,17.034002,IAD,22.885464,0.0
150,4.5978317,79.05554,IAD,39.77102,25.0
151,3.079016,19.517508,IAD,44.248177,80.0
152,4.328673,20.56546,IAD,41.146477,76.0
153,4.3330483,19.148088,IAD,34.771175,67.0
154,3.20939,22.173616,IAD,47.768246,53.0
155,4.6594067,33.896168,IAD,37.281384,78.0
156,4.5713096,13.641926,IAD,39.81088,60.0
157,5.416828,64.387634,IAD,48.80953,100.0
158,5.177726,48.550938,IAD,42.100864,84.0
159,2.9405806,86.62313,IAD,45.047474,90.0
160,6.392452,72.68703,IAD,47.49935,92.0
161,2.188124,89.57232,IAD,56.835197,99.0
162,6.107415,76.57579,IAD,57.739098,92.0
163,3.1757174,85.39322,IAD,57.444595,91.0
164,5.244104,69.30497,IAD,47.75963,73.0
165,1.1617259,73.67003,OAD,52.44153,95.0
166,4.0213766,70.07384,IAD,54.966957,85.0
167,4.67049,40.026913,IAD,52.503925,98.0
168,1.476891,95.9241,IAD,57.857597,95.0
169,5.2830315,78.562935,IAD,67.21675,53.0
170,1.725406,93.52564,IAD,72.81778,70.0
171,2.1380641,88.876816,IAD,62.472687,57.0
172,1.8861734,88.70217,IAD,67.98569,73.0
173,5.4998317,56.82283,IAD,57.659904,92.0
174,2.8307106,80.704155,IAD,57.668964,96.0
175,2.4818914,89.45103,IAD,52.406685,82.0
176,2.5993915,88.875694,IAD,67.78235,95.0
177,1.4808431,95.27506,IAD,61.32118,45.0
178,5.4066424,73.25834,IAD,86.92339,94.0
179,3.933502,75.36981,IAD,84.72623,64.0
180,6.33856,62.33899,IAD,77.93013,61.0
181,2.7974827,71.17843,IAD,78.36823,67.0
182,4.8176584,81.36611,IAD,87.24353,65.0
183,4.3583345,76.42876,IAD,85.781265,75.0
184,5.0089936,57.251648,IAD,78.49389,75.0
185,7.7820463,68.83828,IAD,87.295135,64.0
186,9.291305,72.444954,IAD,88.30222,80.0
187,4.441851,48.456,IAD,80.68192,46.0
188,7.5801387,65.09111,IAD,83.17434,19.0
189,5.574183,29.757399,IAD,68.59511,8.0
190,3.7091582,74.42171,IAD,86.44496,52.0
191,4.246914,80.921455,IAD,86.77053,41.0
192,4.269874,81.02629,IAD,86.432816,28.0
193,4.329096,85.56565,IAD,88.35788,40.0
194,4.1056128,10.9382515,IAD,67.10225,11.0
195,5.0441484,44.464825,IAD,75.50737,10.0
196,5.4801726,68.65571,IAD,86.847145,68.0
197,4.5661435,79.245735,IAD,82.278404,95.0
198,2.6126564,45.43194,IAD,77.52878,0.0
199,4.5661435,79.245735,IAD,82.278404,91.0
200,2.619545,86.01411,IAD,79.50393,91.0
201,1.9545301,88.64573,IAD,89.26072,87.0
202,2.4682202,88.12659,IAD,79.77821,78.0
203,2.7782588,86.17112,IAD,63.90771,89.0
204,5.323476,74.77571,IAD,65.61583,68.0
205,3.0837796,86.03412,IAD,60.14061,60.0
206,3.1521697,84.69828,IAD,69.24736,67.0
207,2.0728936,91.919044,IAD,86.07702,91.0
208,2.1828032,90.16925,IAD,75.82843,90.0
209,2.8338895,74.5814,IAD,79.14571,75.0
210,1.9528811,66.216324,IAD,76.48155,87.0
211,2.9815786,68.16088,IAD,78.946724,72.0
212,2.4620752,71.08,IAD,81.160385,75.0
213,1.9157363,92.2026,IAD,84.63796,95.0
214,2.071454,91.292435,IAD,82.29575,92.0
215,1.7575644,95.194435,IAD,87.40873,94.0
216,6.7204204,28.847286,IAD,21.7049,86.0
217,4.031004,17.433302,IAD,16.998629,88.0
218,3.942703,22.324965,IAD,25.204454,63.0
219,3.1506345,18.89032,IAD,18.291729,65.0
220,4.0792394,21.54938,IAD,20.169653,79.0
221,3.2110622,18.761503,IAD,15.939521,81.0
222,5.698884,6.4578066,IAD,32.344727,58.0
223,4.0677505,2.8758798,IAD,22.880451,61.0
224,2.9805326,17.820808,IAD,17.102606,78.0
225,3.0590265,15.925659,IAD,8.455854,79.0
226,6.983446,40.31554,IAD,27.120865,80.0
227,5.3463316,28.266644,IAD,22.668175,82.0
228,5.61399,48.21925,IAD,31.449095,86.0
229,6.5005994,34.752476,IAD,27.615528,90.0
230,3.0589893,57.471172,IAD,71.57633,30.0
231,3.5367382,53.04463,IAD,61.39394,27.0
232,3.604255,55.71686,IAD,72.03224,55.0
233,2.9757702,70.74009,IAD,79.2308,93.0
234,3.9346666,79.04543,IAD,62.694782,18.0
235,4.712847,82.960686,IAD,77.216576,24.0
236,6.6269445,36.140778,IAD,68.688515,26.0
237,6.1667237,41.697426,IAD,75.199684,85.0
238,1.781247,73.897354,IAD,75.84324,49.0
239,1.7432557,74.27016,IAD,71.88553,80.0
240,1.3765432,74.00535,OAD,67.196754,40.0
241,3.1846888,55.919674,IAD,68.28413,90.0
242,10.119401,43.4893,IAD,73.6556,20.0
243,2.2190049,87.80641,IAD,71.33993,27.0
244,2.9757702,70.74009,IAD,79.2308,93.0
245,2.275823,55.539505,IAD,58.44114,0.0
246,2.9442852,72.38094,IAD,82.322296,99.0
247,3.6153147,58.742916,IAD,82.32703,82.0
248,4.020901,72.34134,IAD,78.29892,84.0
249,3.3810189,73.54716,IAD,81.48982,87.0
250,3.650706,66.9267,IAD,80.323326,96.0
251,3.3131826,67.15404,IAD,82.761986,85.0
252,4.3477345,67.578026,IAD,78.01784,96.0
253,3.48157,53.123665,IAD,77.22215,98.0
254,4.0273533,70.710236,IAD,80.97545,94.0
255,1.5833412,73.085556,IAD,71.52577,72.0
256,2.4423532,79.19132,IAD,82.97543,99.0
257,2.176419,78.008316,IAD,79.27513,98.0
258,3.2229195,82.0605,IAD,78.713806,98.0
259,1.9217354,78.51603,IAD,81.50259,92.0
260,2.2881083,80.67914,IAD,82.16538,97.0
261,2.1591408,78.0079,IAD,81.16557,86.0
262,2.1436615,76.490486,IAD,81.66321,84.0
263,3.3723865,82.85312,IAD,73.84676,98.0
264,3.3195658,86.74003,IAD,75.80336,88.0
265,2.397129,80.05687,IAD,72.22289,98.0
266,2.3410134,78.036934,IAD,82.16999,94.0
267,2.4779644,73.033104,IAD,84.075714,98.0
268,2.3819745,78.233215,IAD,79.26177,90.0
269,2.0553145,79.05718,IAD,76.221596,93.0
270,2.1006534,78.367165,IAD,76.71161,94.0
271,2.433608,78.338875,IAD,78.802666,71.2
272,3.3424757,69.88143,IAD,84.90826,64.0
273,2.2845533,72.073715,IAD,80.20591,52.0
274,2.4125788,72.43622,IAD,77.615,18.0
275,2.8549924,68.62455,IAD,66.43016,0.0
276,2.7395906,70.173836,IAD,63.180683,0.0
277,2.6951473,62.14044,IAD,74.55662,85.0
278,4.2866497,60.512318,IAD,61.527435,0.0
279,4.0265694,70.85344,IAD,78.523964,42.0
280,4.0265694,70.85344,IAD,78.523964,24.0
281,1.6896843,58.62815,IAD,72.7795,0.0
282,2.6951473,62.14044,IAD,74.55662,85.0
283,2.451398,67.56173,IAD,74.80905,87.0
284,3.1690583,81.509636,IAD,73.57349,99.0
285,2.8698225,79.732475,IAD,80.32204,98.0
286,2.328566,74.81059,IAD,75.51973,94.0
287,2.5477285,57.260708,IAD,71.0023,92.0
288,2.2764606,74.63835,IAD,72.90062,88.0
289,4.493652,68.29225,IAD,67.58949,92.0
290,4.1602254,64.4709,IAD,71.33581,94.0
291,3.090943,74.30422,IAD,75.09605,99.0
292,2.6489356,70.59317,IAD,70.152756,80.0
293,2.1785216,75.91201,IAD,64.878044,98.0
294,3.0551162,75.12407,IAD,72.20513,82.0
295,3.6650817,92.7076,IAD,75.43648,97.0
296,2.8276396,83.86917,IAD,65.616974,97.0
297,2.1075873,74.22291,IAD,69.735306,99.0
298,2.455245,86.63742,IAD,69.48136,87.0
299,3.037645,75.84465,IAD,70.55715,99.0
300,3.00716,83.08509,IAD,70.43296,85.0
301,3.588742,90.93714,IAD,77.50561,91.0
302,3.1947312,83.50246,IAD,71.29177,85.0
303,2.2269006,79.011635,IAD,63.571125,97.0
304,2.3963852,75.539734,IAD,72.700645,82.0
305,3.4413855,81.85645,IAD,69.20596,49.24
306,2.622777,78.71146,IAD,81.58777,82.0
307,2.5364244,86.764915,IAD,89.024284,91.0
308,2.687968,79.2904,IAD,81.74966,80.0
309,2.4703352,64.781395,IAD,65.13371,64.0
310,2.1709807,68.40013,IAD,66.59061,66.0
311,2.0924387,79.120155,IAD,80.37923,85.0
312,2.8539326,63.0043,IAD,65.51099,64.0
313,2.643017,79.271034,IAD,83.20184,84.0
314,1.9169186,79.82128,IAD,83.61056,81.0
315,2.1913629,72.13619,IAD,73.10005,75.0
316,7.309483,56.98941,IAD,63.56825,53.0
317,2.497999,76.40517,IAD,71.761444,68.0
318,2.8136237,78.41352,IAD,71.761444,81.0
319,4.4537854,72.98898,IAD,75.703476,90.0
320,2.746633,85.436005,IAD,73.979774,96.0
321,1.6672965,95.87132,IAD,80.175964,88.0
322,4.9784727,62.933857,IAD,83.287445,91.0
323,2.4466093,92.88158,IAD,74.60559,96.0
324,2.5479286,90.587555,IAD,63.175503,84.0
325,2.9899743,87.10191,IAD,72.41774,89.0
326,1.7220362,94.398575,IAD,80.22426,93.0
327,4.0821295,84.01171,IAD,68.70226,98.0
328,1.8095165,75.12622,IAD,71.05411,77.0
329,2.5832283,65.2505,IAD,63.89539,83.0
330,2.3397303,81.458725,IAD,68.224,100.0
331,3.841209,84.61936,IAD,80.50908,84.0
332,2.974908,75.699905,IAD,61.435555,99.0
333,2.9612372,71.30252,IAD,56.953705,94.0
334,5.313254,37.659023,IAD,61.80123,89.0
335,2.1665475,89.872116,IAD,68.56316,89.0
336,2.917533,69.58001,IAD,67.822716,86.0
337,2.3210528,88.41049,IAD,67.36318,81.0
338,1.2579383,75.85601,OAD,67.87108,21.0
339,2.4388227,85.28324,IAD,67.95913,0.0
340,3.8053775,65.18023,IAD,61.497963,5.0
341,3.0173135,72.59532,IAD,86.32078,97.0
342,2.2633426,84.02234,IAD,83.913605,97.0
343,2.8884838,83.59379,IAD,73.80092,94.0
344,2.359722,86.576126,IAD,74.50612,81.0
345,2.3850133,76.71721,IAD,61.08376,59.0
346,4.0912366,63.913116,IAD,55.73808,77.0
347,2.5355794,65.6503,IAD,65.239815,66.0
348,2.160452,81.30038,IAD,81.58189,82.0
349,2.2368073,81.27122,IAD,81.91404,81.0
350,3.4793537,77.664055,IAD,68.30114,90.0
351,3.5594532,82.62005,IAD,70.531906,90.0
352,2.3284822,75.14134,IAD,75.71017,97.0
353,2.4332852,85.61437,IAD,73.94692,82.0
354,3.6204908,64.36419,IAD,42.780865,51.0
355,4.130329,43.05333,IAD,62.324024,2.5
356,1.9265003,88.7466,IAD,61.292088,91.0
357,1.9107103,91.27837,IAD,65.820175,91.0
358,2.4834323,93.41998,IAD,92.61877,93.0
359,8.030677,74.52821,IAD,68.96596,97.0
360,4.856168,75.81326,IAD,62.359337,93.0
361,7.52436,63.21779,IAD,71.98745,72.0
362,7.645376,49.18577,IAD,71.25243,93.0
363,6.785912,45.256527,IAD,54.37522,22.0
364,2.9115255,12.2171135,IAD,44.55476,95.0
365,4.2073607,23.170258,IAD,41.562054,81.0
366,4.6813583,31.361412,IAD,48.059586,62.0
367,4.0662637,82.93681,IAD,69.766045,96.0
368,2.4779036,73.329735,IAD,75.04274,94.0
369,4.8120027,42.975914,IAD,53.81168,71.0
370,3.0327888,87.81468,IAD,74.53122,99.0
371,4.683448,78.472435,IAD,58.88561,75.0
372,1.5034263,71.435585,IAD,53.664974,85.0
373,1.7357175,75.99306,IAD,67.139,88.0
374,4.0699205,51.00874,IAD,78.77379,93.0
375,4.0165777,69.2208,IAD,78.11582,90.0
376,2.890583,63.984062,IAD,53.051605,79.0
377,1.9149271,73.419716,IAD,68.94993,75.0
378,3.3920758,74.03598,IAD,65.97265,93.0
379,0.80229306,73.43084,OAD,51.584724,33.0
380,1.8155648,70.667336,IAD,65.61263,84.0
381,0.96081334,73.5428,OAD,59.328426,2.5
382,1.4735883,75.17027,IAD,58.636013,46.0
383,1.1103662,74.5902,OAD,79.96051,80.0
384,3.1231172,16.604763,IAD,43.601753,39.0
385,7.9026327,59.37975,IAD,47.75566,46.0
386,3.3413699,26.803392,IAD,40.728504,35.0
387,4.5965624,35.128403,IAD,51.68223,57.0
388,2.8020968,12.744015,IAD,36.938057,30.0
389,2.5794437,83.79032,IAD,56.988953,51.0
390,5.5962367,54.247623,IAD,56.228638,65.0
391,5.632024,62.53889,IAD,56.997295,53.0
392,4.7982583,62.725063,IAD,67.546974,70.0
393,3.7066417,58.33575,IAD,46.18988,57.0
394,2.005076,82.092964,IAD,30.64198,59.0
395,1.3670919,89.35542,OAD,73.84664,95.0
396,2.1999505,85.365875,IAD,70.939026,87.0
397,2.437469,41.084114,IAD,63.265186,91.0
398,3.9622,36.417828,IAD,69.225204,87.0
399,4.6993084,60.071785,IAD,66.68375,77.0
400,4.333198,15.062591,IAD,34.21691,90.0
401,3.5631504,21.332363,IAD,37.24738,83.0
402,3.3617227,22.58546,IAD,37.925632,86.0
403,4.654743,62.125805,IAD,65.67574,84.0
404,3.5203884,57.362576,IAD,68.97059,85.0
405,3.0621078,73.22341,IAD,69.1444,82.0
406,3.5600212,18.997507,IAD,43.356983,80.0
407,1.6599591,93.27082,IAD,79.44563,89.0
408,2.8779762,82.690056,IAD,77.971016,75.0
409,2.377385,83.69657,IAD,76.027855,82.0
410,2.648592,77.58538,IAD,76.953156,91.0
411,3.2642663,16.146719,IAD,51.473812,98.0
412,1.9359956,93.96898,IAD,76.7575,71.0
413,2.2266095,86.74021,IAD,81.95817,89.0
414,1.7219452,88.615746,IAD,80.20868,94.0
415,3.4522767,21.4056,IAD,58.231514,84.0
416,3.507651,81.42686,IAD,86.640114,96.0
417,1.4907457,90.947556,IAD,83.02085,95.0
418,6.7944326,57.175774,IAD,81.91453,87.0
419,2.7326913,86.68655,IAD,68.1618,86.0
420,5.4986877,67.430695,IAD,68.6274,85.0
421,1.1716262,89.16372,OAD,81.09335,89.0
422,2.1523533,43.215797,IAD,61.040447,74.0
423,2.5713785,33.19273,IAD,70.41147,77.0
424,3.904749,30.666498,IAD,74.54942,82.0
425,2.3974547,34.980667,IAD,72.8997,84.0
426,2.3974547,34.980667,IAD,72.8997,56.0
427,2.3974547,34.980667,IAD,72.8997,51.0
428,5.5312357,42.8716,IAD,23.611778,39.0
429,6.0301094,45.88673,IAD,23.11127,33.0
430,3.3793192,22.048159,IAD,21.959316,32.0
431,2.9190125,34.631363,IAD,74.204,98.0
432,3.3927598,54.265373,IAD,68.542175,96.0
433,2.1475642,43.331516,IAD,70.141716,93.0
434,1.7758051,90.97352,IAD,82.09079,96.0
435,5.3650074,63.785618,IAD,81.64747,94.0
436,2.4143088,34.117615,IAD,69.74408,96.0
437,3.9873574,24.99359,IAD,41.175873,71.0
438,3.1038272,50.461185,IAD,68.26372,93.0
439,2.786094,82.81954,IAD,68.50814,83.0
440,1.91433,86.10471,IAD,77.497314,97.0
441,4.494581,74.62254,IAD,79.5958,95.0
442,2.7385147,80.5721,IAD,77.88704,83.0
443,1.3830595,93.41212,OAD,85.125404,95.0
444,1.9328345,89.21942,IAD,84.09942,93.0
445,4.9487233,67.10397,IAD,85.20015,92.0
446,2.2929983,85.88927,IAD,91.68407,96.0
447,2.2356396,87.20156,IAD,74.12644,91.0
448,2.000898,85.74819,IAD,73.666504,89.0
449,2.9939566,78.67609,IAD,70.841606,60.0
450,2.7381582,22.708529,IAD,28.451948,20.0
451,2.3694391,32.177223,IAD,51.991398,69.0
452,2.2909715,88.912025,IAD,74.18141,73.0
453,2.8354344,79.11432,IAD,67.40409,77.0
454,2.0344968,76.966324,IAD,75.32669,81.0
455,2.339793,83.53178,IAD,66.26031,75.0
456,1.0328542,74.06868,OAD,56.38799,73.0
457,2.6187854,80.18227,IAD,73.217674,78.0
458,2.5787642,84.74127,IAD,55.532658,85.0
459,2.1891155,76.70178,IAD,68.536644,79.0
460,2.0952194,78.23438,IAD,69.916084,82.0
461,2.3192255,82.28536,IAD,56.99651,71.0
462,3.949066,73.46317,IAD,61.480373,74.0
463,6.9636955,52.231808,IAD,62.656967,41.0
464,3.8734083,69.701385,IAD,43.71246,25.0
465,3.4638505,70.772,IAD,44.90099,70.0
466,1.5298578,70.06599,IAD,54.959637,20.0
467,1.4910861,70.15647,IAD,55.28858,70.0
468,1.6148565,69.78539,IAD,71.35907,24.0
469,1.4259313,70.321014,IAD,70.11293,70.0
470,3.7200434,43.944927,IAD,41.6857,50.0
471,1.9186724,54.610344,IAD,45.012436,98.0
472,3.867952,76.36897,IAD,73.51991,11.0
473,2.7187934,50.08433,IAD,38.115105,10.0
474,5.514053,61.747932,IAD,66.53834,90.0
475,2.5791576,53.886585,IAD,39.24028,11.0
476,1.9916791,54.692223,IAD,45.13818,26.0
477,2.6804485,53.313976,IAD,35.692688,18.0
478,6.299656,39.378952,IAD,37.808666,15.0
479,10.429047,37.100933,IAD,30.216007,10.0
480,6.4219046,41.00047,IAD,33.05381,85.0
481,3.2380407,17.51369,IAD,36.55918,90.0
482,3.8952398,48.86834,IAD,47.11503,79.0
483,3.1286843,54.83915,IAD,46.48373,50.0
484,2.9971404,55.672092,IAD,42.349785,65.0
485,1.9186724,54.610344,IAD,45.012436,98.0
486,1.8492383,54.527176,IAD,35.926453,92.0
487,4.24571,61.778996,IAD,46.279003,92.0
488,4.1505623,40.329243,IAD,41.805023,78.0
489,6.654129,41.751945,IAD,56.737923,89.0
490,4.1898847,65.32139,IAD,61.74818,90.0
491,3.7483258,58.147434,IAD,37.811893,89.0
492,4.990424,66.02771,IAD,39.13757,90.0
493,7.4845567,45.567238,IAD,29.620747,91.0
494,3.86662,13.8037615,IAD,25.38244,91.0
495,4.6172843,49.4228,IAD,37.641933,85.0
496,4.257587,43.616932,IAD,29.291313,84.0
497,4.4056535,49.46764,IAD,32.283848,89.0
498,4.056889,43.04354,IAD,36.112923,87.0
499,3.8512988,20.715485,IAD,19.695942,85.0
500,2.0550244,55.349648,IAD,58.963432,86.0
501,4.9025645,40.507362,IAD,57.47058,68.0
502,2.8106472,36.4939,IAD,53.43103,60.0
503,6.401664,39.722443,IAD,53.301674,70.0
504,3.7581315,33.920788,IAD,52.535816,65.0
505,3.3579156,53.073273,IAD,59.95714,65.0
506,3.5633347,37.380272,IAD,57.6276,50.0
507,1.8930374,55.87719,IAD,55.008495,67.0
508,4.6292987,49.28773,IAD,54.646343,60.0
509,2.2706904,52.686573,IAD,37.53609,82.0
510,1.6992152,55.482445,IAD,43.450584,81.0
511,2.5553405,53.57218,IAD,37.37465,81.0
512,4.602437,50.338314,IAD,33.664326,65.0
513,3.9087584,54.763474,IAD,31.23032,68.0
514,1.7820625,54.168552,IAD,34.599384,51.0
515,3.1238747,56.83388,IAD,29.844145,52.0
516,6.629234,42.163605,IAD,36.52685,70.0
517,4.1912184,21.366451,IAD,30.628489,58.0
518,6.6109333,40.158554,IAD,17.89356,80.0
519,2.0624752,53.96829,IAD,31.78144,80.0
520,1.7433835,55.291637,IAD,26.761612,60.0
521,1.7082883,55.372185,IAD,31.91382,60.0
522,1.71834,55.739704,IAD,27.656971,60.0
523,4.1246233,35.39578,IAD,43.5697,28.0
524,5.7550864,25.487629,IAD,60.949715,30.0
525,5.56251,26.269424,IAD,51.428925,33.0
526,5.7832346,24.751629,IAD,48.26667,17.0
527,3.4914498,38.544014,IAD,54.362793,7.0
528,6.0697713,54.1743,IAD,50.130703,48.0
529,6.450892,54.153503,IAD,49.07605,35.0
530,5.3893266,29.666264,IAD,38.293762,40.0
531,3.5096822,65.76888,IAD,48.97364,53.0
532,4.6080203,57.653095,IAD,42.773624,41.0
533,3.5096822,65.76888,IAD,48.97364,67.0
534,3.5096822,65.76888,IAD,48.97364,82.0
535,4.1295404,67.576195,IAD,50.85227,82.0
536,5.831419,51.931087,IAD,56.982025,92.0
537,7.071634,53.037426,IAD,60.235638,82.0
538,7.7520194,39.801804,IAD,49.04998,75.0
539,4.703158,64.588524,IAD,52.85394,92.0
540,3.0331159,69.871185,IAD,47.526104,87.0
541,3.4543364,82.45555,IAD,46.40414,77.0
